gene,avg_rank_metric,avg_log2FC
SSNA1,0.009775843140622471,0.041003806190263614
U2AF1L4,0.009775642564553197,0.039334362124564294
CTDSPL2,0.009741276997535958,0.04026525419645313
FBXO18,0.00974014664962048,0.034718793620792304
HMGA1,0.009733912634385122,0.03923104779400855
JMJD1C,0.009733529024421341,0.03652268987828041
ABHD16A,0.00973348599079895,0.03726005197108427
COPS8,0.009729634968158969,0.03980336216361774
MOB2,0.009726400427828078,0.03981406138795816
CSRP1,0.009672407174247893,0.03850041323432806
CCNL2,0.009647173096206612,0.03906928374692969
LOC100131564,0.009630959254184395,0.0416554744648078
LSP1,0.00958078776947727,0.04083872542323802
NDUFA11,0.009557056981750495,0.040134429182439584
MED21,0.00955591180910934,0.03141510155948021
B4GALT1,0.00955130630117412,0.035377867655282925
TNFRSF1A,0.009527187528953394,0.039933893806040385
NABP1,0.009482235107701324,0.03081259459523872
RELA,0.009478006012182585,0.04101773673510032
ARPC1A,0.009399345371859366,0.03962813598709626
SLC16A7,0.009389998780165734,0.038999135268844264
PCIF1,0.009366978137327736,0.04152068244228502
DAZAP2,0.009355731989336872,0.04068526046202396
ARL6IP4,0.00934006781107007,0.041957110767639895
ANXA6,0.009325269798057598,0.041702803774649085
CDC27,0.009314940337848136,0.038310850993744386
PTPRA,0.009282651627017035,0.03352159661063594
RUNX1,0.009242839762578368,0.03717486084382712
PCGF5,0.009231710700583975,0.041722076250346816
PPP2R1A,0.009218546015570879,0.03848439984754803
ELOVL5,0.009190415916065203,0.03602527742559755
PSME2,0.009160537651669104,0.04036873699944934
GABARAPL1,0.009123136324952106,0.03774353847367887
SMIM19,0.009120719979621085,0.042739870371347105
FBXW4,0.009097755855717659,0.03743841354030248
TRPT1,0.00906211569276489,0.03820919784292696
RNF149,0.009055375912350337,0.03599888747047446
GPR65,0.008982960587342772,0.03664968144561205
MOB3A,0.008980077856224393,0.03896991938524515
PSMA2,0.008957687537808616,0.04141396531857896
CHD1,0.008943067059437374,0.03596303602103923
EIF1B,0.0089422747830154,0.038020985325321374
OCIAD2,0.008915514647781909,0.03798848198562594
TUBGCP2,0.008913393974282249,0.03725037426175605
CCT5,0.008861652490244957,0.03998810886577387
PSMA5,0.008767449073349809,0.03864038447094874
NAA38,0.00874077156028358,0.03993113513248385
OTUB1,0.008682914831851282,0.036811350182149274
RHOT2,0.008643621112498301,0.0364242233979156
CREB3L2,0.008604257553456049,0.03534479501898759
RFTN1,0.008561149074093456,0.036518600805176826
BRD4,0.008536847180562208,0.039473575538185916
UBLCP1,0.0085153867418246,0.03804873661579344
PSMB2,0.008482849313786824,0.037376564272068
MAP4K1,0.008455734449464057,0.03699702024151911
CYTIP,0.008404553015708695,0.03191562976598118
YIPF3,0.008392215681754614,0.03711739264523795
CCDC66,0.00835526150102191,0.03374173514716901
METTL23,0.008351221390833656,0.03822975144179918
ENTHD2,0.008339437895654472,0.03342429357053334
FAM3A,0.008336500042728678,0.03698970303963924
CYB5R4,0.008322806891123793,0.03854537634303668
ACTN4,0.00827929244820473,0.03812666888976882
HMGB2,0.008237870759199503,0.03573973926142692
TMED1,0.00823684333301363,0.03729146007673906
MAT2B,0.008163043537469102,0.03792314846096556
SEC22B,0.008154288376486366,0.035145199074318526
SNRPD2,0.008153011215063252,0.037786738974734266
RALA,0.008148308116297376,0.035037573319810236
HCLS1,0.00814213809300127,0.039115598517739124
RNF4,0.008139312554504358,0.0370364801545302
CCT8,0.00811386775484885,0.03686082205660254
CCND3,0.008005908155861627,0.03910979954424519
TMA7,0.007986551249192184,0.03735482515875065
NDUFA7,0.007969100668576415,0.037050107366164216
SNX2,0.007915891587934933,0.037997910666049045
TOLLIP,0.00786317344913534,0.03307019519349223
PFDN2,0.007802693221984507,0.03608191283321707
XPC,0.007797664951210751,0.03487110531566772
TMEM160,0.007761246631335729,0.03973601346895064
MAP1LC3B,0.0077366936817674205,0.03551036721458098
C1D,0.007708470049029595,0.03669434783276586
HSF1,0.007690471898678672,0.03429188369329466
TIMM10,0.00767889991458226,0.03613585334862263
RORA,0.007672190270422476,0.03437889252532073
SP3,0.0076703283150647604,0.03475615834848183
SPNS3,0.007669765588594561,0.03421139782184573
NDUFS6,0.007656437798432905,0.03886318523420407
SNHG3,0.007618701145506822,0.042824683617679195
RPL17,0.007587919207589215,0.035101718482356103
GALK1,0.007553948269411892,0.034416382577854406
MRPS14,0.007526892861872924,0.033825496387508085
RIC8A,0.00751541058689066,0.03412918415081245
PNKD,0.007491611135771997,0.03563992908148193
AGPAT6,0.007461172597916151,0.03563165869424748
TAOK3,0.007459281464168306,0.03858163492619211
DDX18,0.007455017988843913,0.036747675240805966
AP1M1,0.007449920737404117,0.03645954955161899
C6orf48,0.007441979438964102,0.03756985365342259
CBLB,0.007440722004484777,0.033913385290223134
HCFC1,0.0074155594422193995,0.03982715702367659
PIAS1,0.007400960736449225,0.035273200334271414
ELP6,0.0073393749670095584,0.03389845578873255
SNW1,0.0073138225050083374,0.034368719166650165
PRRC2B,0.007260320714898666,0.03419111742270727
CHMP7,0.0072539970268280796,0.03139977430613506
ASCC2,0.0072395125883032195,0.03475571703238946
MRPS26,0.007206842507432447,0.033396807037801284
ZBTB20,0.007198177059826703,0.03328400893823746
LINC01420,0.007194832593534301,0.037476860903413706
GNG5,0.007121801291482296,0.03636641954914552
EMC3,0.007108760355093788,0.03549804617641819
EIF3I,0.007092721444788469,0.03520245762518403
KXD1,0.007067526107126821,0.036990329224698776
TMEM179B,0.007049260921868233,0.03433464715834029
VPS29,0.0070474820540217,0.03541937318165685
MIEN1,0.007044239272352064,0.03592098016365601
SDF2L1,0.007036415630702006,0.03607620965308819
MRPL57,0.007032236290515344,0.034615626834785675
CSTB,0.007020132816071808,0.03726629354027899
ARRDC3,0.006979064271571979,0.03225982346077116
PTPMT1,0.0069617624301717956,0.03617871557765097
MBOAT7,0.006961630652910423,0.025323717910861607
MAP2K1,0.006938773402745758,0.03042525846001344
IRF2,0.006934011463010062,0.033547559486068364
TNRC6A,0.006929195033008429,0.032941453504852655
KLHL24,0.006923805267871167,0.032344170124933416
RPL28,0.006894271790479353,0.030080615093011513
C17orf49,0.00688449088745675,0.03183102670458002
ATP5G2,0.006811282188514219,0.03520309024941475
ATP8A1,0.006790637632478804,0.032935356762978506
DCP2,0.0067407271531770485,0.03189278786893895
CCT3,0.006713411597800686,0.03372132418288315
ITGB2-AS1,0.006654063057211715,0.036597843205915186
NDUFAF2,0.006650739768316621,0.034849243104188965
SNRPB2,0.006577562085926392,0.03584416886019829
API5,0.006571704431175699,0.03326573630459
TUFM,0.00646546520541037,0.0364951783568801
PGAM1,0.006463142688986141,0.03340907819042681
ARRDC1,0.006444746512313715,0.030695809843458866
ERAL1,0.006440958211981885,0.033852988804084064
MVP,0.006416797254313186,0.030733664398455107
C19orf10,0.006379759969001802,0.0338661756869389
AKNA,0.006377952370949366,0.03341550818860721
IPCEF1,0.006325413733375647,0.030432669145024686
HIST1H1C,0.006285463058964399,0.03644170308577417
UBA52,0.006277057120931168,0.03051620728308155
PGLS,0.006168142887114049,0.03541803810255786
DTYMK,0.006162912396520792,0.034179275751072664
FERMT3,0.006142543853751555,0.031953964697086217
NSFL1C,0.006136348505064306,0.033413381902537564
HMGCL,0.006134017802098213,0.02800283968397334
PSMB1,0.006133571838662363,0.03375244263892411
TAZ,0.006122306655010114,0.030395048976763043
SELM,0.006104914459722942,0.030533611538363925
ZFAND6,0.006098727500497249,0.03235457964194606
RAB2A,0.006074601541310589,0.034280553967315386
ALG8,0.006064755801891188,0.030529086488446492
ICAM3,0.00606260845976071,0.03403261313379367
UBA7,0.006043219893265168,0.032357945644823666
RMRP,0.006038236410534514,0.032827369484339494
CCNK,0.005991828297636983,0.033148480140546874
IRF7,0.005954253752672155,0.028703465965960732
CCDC64,0.005892492650308396,0.024110014487667798
MRPL34,0.005877602497054811,0.03223104631502024
THAP7,0.005873646387816649,0.0285690802175032
LRPAP1,0.005857151829162841,0.031586920392223904
ZNF271,0.005845580818813476,0.03242259786769304
SH3GL1,0.005821949555254176,0.029102505216361395
VAMP5,0.005805443263520109,0.033161491207444965
SRI,0.005804259965898211,0.031180634326744106
CIB1,0.005790484584780726,0.03158130862056382
PRDM1,0.0057839748325975325,0.025467125535147156
TMUB1,0.005760555333426067,0.03047470278606209
CD47,0.0057582662944528655,0.03256252754717868
RPP21,0.0057519960008688194,0.02558565376956318
PPM1M,0.005751898235054264,0.027027483117784565
IFNAR2,0.005723677760229455,0.03098445923042877
POM121C,0.005717988973442833,0.02800596125631437
ZNF721,0.005693178975514732,0.02699173768012297
GIMAP1,0.005664585782582498,0.028675387898912608
PRKACB,0.005655081491008705,0.032028013042219784
URM1,0.005621112061477265,0.03115837222300611
HPS1,0.00561047027338452,0.03444756463693915
AASDHPPT,0.00560788527470588,0.03112349440229161
METTL17,0.005594622765078163,0.03062208137290236
C14orf166,0.0055875095965533484,0.032355709011355
SMARCB1,0.005575051905679655,0.03121021151069284
SUMO1P3,0.005548303523267715,0.027306081834733622
N4BP2L2,0.005529008435828349,0.030298756142847168
NPTN,0.00552628943091387,0.029122736714313254
FAM200B,0.0055060743424009025,0.032730654009487006
NUDT18,0.0055033907488709986,0.030888333254199398
NCBP2-AS2,0.00549683871939023,0.035974201932386686
NARF,0.005491985325650876,0.03056569741493253
GAK,0.00547684747393424,0.03172602307507699
LY9,0.005447293195343822,0.030081642827233336
RBBP4,0.005441129218368662,0.030396527903950782
STRA13,0.00543031614180448,0.031075274045579707
SMARCC2,0.00542965216847905,0.03038515817086467
SLC25A11,0.005401672905534768,0.029230169127879433
TAPBPL,0.005391649449064489,0.030288948911699667
POLR2J,0.005387352399125696,0.02860833925757142
ANAPC16,0.005378331964520706,0.031011804642329114
SEC11C,0.005362549706144107,0.03239383321739354
BPTF,0.0053464658893029905,0.034026971987901056
ITGA4,0.005338790166574832,0.029667573323462707
SERINC1,0.0053201849346276985,0.028725283012455746
MTX1,0.005308780739111935,0.02934000383794156
HINT1,0.005286088193228429,0.03108723532882285
PPIF,0.005237977939127961,0.024862760676381053
C14orf64,0.005207037905713623,0.030738404809096946
RPL10A,0.005198618113685315,0.027611201555113818
IP6K2,0.005197868829586354,0.027931496445898273
C9orf142,0.005177946978674592,0.03096190150447751
RPL21P28,0.005162064480106044,0.02794973307333972
IK,0.0051596565564700275,0.03089566820234818
MRPL36,0.00514093994630479,0.03134887584087696
S1PR4,0.005132095780125963,0.02780431077932629
ARIH2,0.0051002222165629964,0.031849680655179034
OFD1,0.00509711094550767,0.03187438055278632
PRELID1,0.005093429155573776,0.029105274315193785
STK16,0.0050775067714063935,0.02988469137852345
ARSA,0.005075152878704672,0.030556342667302734
BRD2,0.005047979764275507,0.02765547152727451
APBB1IP,0.005019633666162128,0.029544606794123223
HNRNPUL1,0.005016758081404079,0.030070311414327814
PRKAR1A,0.0050129942404097995,0.025717191818276385
KLRK1,0.004962264252888024,0.03114648279781297
MAST4,0.00495146458740492,0.0198417730915461
RPL19,0.004944117505116924,0.023954730446172398
RPS27A,0.004944109595222996,0.023537766207160866
RPL36AL,0.004931179098021036,0.030075739039026866
NCBP2,0.004917505198452164,0.029900949195221266
PPP3R1,0.00489037519529707,0.0237835310029937
CREM,0.0048825441086825854,0.022511645626902776
CD37,0.004882246756562449,0.03064246948076931
UTRN,0.004852704124026856,0.032254095290459604
MPPE1,0.0048476339571256475,0.029308279840095524
ARID2,0.004845125254457479,0.02951429388552277
F2R,0.0048388586695638945,0.028608075000643548
TPMT,0.0048060657988003635,0.030974473534135006
FAM133DP,0.004795487696713626,0.028342678287234257
RBM17,0.004788231856924159,0.03035701268346441
FNBP1,0.0047708867510775745,0.02864166087963976
EIF2A,0.00476792972394175,0.030943628058532503
SEC61G,0.004738130974372555,0.030709122323869485
LOH12CR1,0.0047316175984113435,0.021591630641165985
EMD,0.004705909646345512,0.02769845745893427
NIT2,0.004674469471553778,0.02918590939242052
FNBP4,0.0046740975122403225,0.02893701688673857
ADSL,0.004645446665534928,0.026668869133838907
MEAF6,0.0046150925684579035,0.028162323423126998
DENND1B,0.004610745604381939,0.022864235105037024
EPS15,0.004607658661920288,0.026892424694577227
ST20,0.004597280442238198,0.0279443430993262
P2RY10,0.00457418943656574,0.026586832829047974
TOP1,0.004573448908528,0.029395782591364352
TCIRG1,0.0045679316165937265,0.026165422146276155
NUDT15,0.004561093138329026,0.025605908161356664
ZNF22,0.0045523080899325,0.0315759968364038
LYST,0.004549686287507135,0.027544748066937807
TAPBP,0.004538641896317853,0.028202784506640054
MRPL2,0.004530307915476893,0.028988122734808996
SAMD9L,0.004515970959931188,0.030328544545003392
TOP2B,0.0044744856309285085,0.026890334885021225
CCDC57,0.0044592491770814625,0.028162938419953872
CLN3,0.0044496735196402895,0.028470398529349048
ABI1,0.004399320844959764,0.029252173500888462
EIF3A,0.004391657417462552,0.028517164251906434
EXOC2,0.004389948547055267,0.025756227352101133
GABARAPL2,0.0043891830997346455,0.02771756604400334
SURF2,0.004385637274540733,0.02758205293028693
TARS,0.004370213605178919,0.02819510705914397
SLC38A1,0.004362832021623888,0.027389566744139122
CTC1,0.004356310712659447,0.02599730538378977
DCTN2,0.004326467369169337,0.02875849165212106
PRDX6,0.0043262891895553485,0.02792046228935777
GTF2I,0.004320238385199738,0.02621024128471962
SYF2,0.004294143045402949,0.028422606032164056
GRPEL1,0.004279394570130886,0.024973132531903277
NSL1,0.0042704450082088315,0.026206895578269336
POP7,0.00426708222896617,0.028430927163328235
MRPS23,0.004250918941273762,0.029280316328929447
NDFIP2,0.0042439585633397515,0.01833938324859237
COX5B,0.0042324444146700025,0.02764504370919046
SLBP,0.004232355760412078,0.024414225682710313
POLR2A,0.0042296518772561315,0.0263924405639572
RAB4A,0.004229416815067987,0.027734851047732028
MOB1A,0.004224789733708295,0.0275778908686533
CYB5B,0.004194733090623288,0.025325682272710554
STAT1,0.004181637893963746,0.026187961786266874
CMTM3,0.004179258968014972,0.02240516331831587
MGAT1,0.004132938048490251,0.025522908483606402
OAT,0.004125545532013515,0.025272418937105978
UBA1,0.004120212928842759,0.028380800515991903
DCAF11,0.004117451350088803,0.027955515395262778
WDR74,0.004080255938025153,0.025275641223542384
C1orf122,0.004076419104615353,0.02400434350575311
UBALD2,0.00406759200379405,0.021983411534355048
MED30,0.00405785621568562,0.025309746920359717
C14orf2,0.004054857260057757,0.028139629262136943
GPR132,0.004034425155858289,0.022958388014282422
MRPS12,0.004033016692685954,0.028304435963203672
PDCD5,0.004031796751709011,0.02811454829755818
GYG1,0.004029061933340053,0.027504247656141213
NPM1,0.004028801262678243,0.02680688662801048
STAT6,0.004026442097281285,0.027818433747551354
HBP1,0.004008497502202693,0.025713805014513876
TBCB,0.00399944007538981,0.026749145997868585
HNRNPC,0.003992950338379911,0.026993986584848875
BST2,0.003972045791747593,0.026759856854744506
PFDN5,0.003953263797343074,0.025016906661580938
C19orf43,0.003952166945361417,0.026805967149558758
NDUFV3,0.003946153959612157,0.026989136246184705
EEF1G,0.00393925733999741,0.025727019308864212
FAHD2A,0.003933245083471817,0.025804658597054816
ADSS,0.003932132474475625,0.024421688963866178
C21orf2,0.003912264577567781,0.028630496457849028
ATP6V0E2,0.003911425607078131,0.025629254535013447
UPP1,0.00390286076634118,0.024634971185102272
PSMD7,0.0038887369551120084,0.027637946841664315
ZMYM2,0.00388565283262255,0.026264404041785764
ATP5F1,0.00386894647741894,0.02799313338402272
CMTM6,0.003857239621356891,0.024625897588427186
FAM58A,0.0038034341159611023,0.022541016525639262
SP100,0.0037884618423955885,0.024946309473371817
EIF4E,0.0037868375407871034,0.023151903631897525
PRDX3,0.0037849882489545622,0.023856447065650717
COMT,0.003777904578448785,0.026692342622861305
ORMDL1,0.0037581858549546655,0.025790958766026658
NCAPH2,0.003731285554559853,0.026899187091950424
ID2,0.0037152477391720184,0.02508829000021292
FAM104B,0.003693893277523397,0.024941878359873444
AIP,0.003691466306160077,0.02376011565424234
SCAF11,0.0036785469311831193,0.025320452092657934
BSG,0.0036682559218926694,0.02606241290626621
STIP1,0.0036673378026815143,0.02465223264548515
KDM2A,0.0036223037718786945,0.024725097823092047
ZNF529,0.0036109842802097797,0.02479767623808858
HDHD3,0.0036079405535159887,0.02255909693003938
MRPL9,0.0036035482992390925,0.02628895838039283
AP1G1,0.003596293221644062,0.024427752517520118
BAG6,0.00357221474402408,0.024926954489729276
ARHGEF7,0.0035668801379501866,0.022530773167913933
POLR2L,0.003558170363603298,0.02354583076457393
PSPC1,0.0035471690321856623,0.023707129221412215
DDX39A,0.0035125391100449847,0.024228230615078523
ING4,0.0035068452286398442,0.024830671059568078
GSDMD,0.003493881196481142,0.025030535858409045
LUC7L3,0.0034914807378730577,0.02609100109676435
CRYBB2P1,0.0034839983211305625,0.023446854068500594
PTPN6,0.0034757622248601946,0.02602065964764771
PMAIP1,0.0034730508013561096,0.021667257260928847
ARL14EP,0.0034705522793639036,0.022766727060098045
VIMP,0.0034636834193851507,0.02538014668085755
SPAG7,0.003456662568390067,0.02665786419541121
ERH,0.003437532237991428,0.02554268158584912
TMEM50A,0.003432228613414318,0.024442142269359986
MAGED2,0.003429384031911894,0.02214875462141218
IMMP1L,0.0034273050444954623,0.025289779778102775
XRN1,0.003407946650650607,0.024941356200663733
RALY,0.0033824819782866324,0.0255422522594559
ZC3H8,0.0033661992437450925,0.02213032251059473
NXPE3,0.003361833868879995,0.02320263008542746
CRELD2,0.003356932256277235,0.022628428105569323
SMS,0.0033507991765101028,0.02361733439153343
RFX5,0.003348371264337017,0.02305807327775343
SUPT16H,0.0033356125010552905,0.025431174472366078
JOSD1,0.003320687271304843,0.02102715512882572
PPP1R2,0.003316569901299238,0.021878328627152353
LOC100653296,0.0033156714649013367,0.0197210642096656
DCTN3,0.003313412426488842,0.025205670225197024
EIF3J,0.003309514766266784,0.024982653204400497
PPIE,0.0033084415042102327,0.023269880913957087
PDE7A,0.0032886737933294006,0.021292858535853543
COPS6,0.003282643000566325,0.025217294613825623
UBE2J2,0.0032780635710841564,0.024304311730929604
RPS9,0.003277880337807097,0.02240334389530113
TERF2IP,0.0032730804837219135,0.02310016031381351
TSC22D4,0.0032682817201901836,0.024585970493460178
PPP1R11,0.0032682277986200406,0.022579082547678243
UBR4,0.0032672275552573086,0.02425961047564629
PRPF40A,0.003247872614753681,0.025273321693419785
IFT20,0.003223993269151078,0.024058912842658618
MTX2,0.003196218159168919,0.021846122924778912
ATP5A1,0.0031579283340271306,0.02369844985289908
KHDRBS1,0.003132762181338981,0.02049974748279943
PQLC3,0.0031226912489205065,0.023915855035325
PPP4C,0.0031189372420625597,0.02160547158577613
FLOT1,0.003101156936407928,0.024203160220942464
BTN2A1,0.0030847072196913063,0.0217883990453524
FAM49B,0.0030842063403662976,0.025593011048375518
RSRC2,0.003078528912022107,0.02151117143996392
DCAF16,0.00306620835179225,0.02314452747732006
HIST1H2AC,0.0030660649165387033,0.024469744581173875
TMEM147,0.0030626478058215978,0.022051752740483054
CFLAR,0.0030538482697094953,0.02123265001574182
PPM1B,0.0030309006167899524,0.019047732136418655
PIGC,0.0030273210121891632,0.022726302569292763
UXS1,0.0030169908979358943,0.02070710217456598
LIMS1,0.0030161859647254035,0.019640036414299917
SARNP,0.003014631095217956,0.021637764889685853
GNAS,0.0030134964857309104,0.021615729237873506
MTHFD2,0.0030038802459553295,0.0178148812580691
S100A10,0.002991556679158737,0.023501872442021683
NAA60,0.002988454079391913,0.021507734701435875
LMBR1,0.0029880188000107367,0.022069153143417446
RSF1,0.002983343438695573,0.0236532650107673
SRP9,0.0029666477310411428,0.022160326219840272
MAZ,0.0029627427452047655,0.022663817313089092
SAP18,0.0029515031720157006,0.022976569220930318
CEP85L,0.0029488574505894937,0.02142795791011846
FNTA,0.002901380007356737,0.020151995439867714
LOC102723683,0.0028997335288590666,0.022597365123888397
GPAA1,0.0028910376910538946,0.02308986486720477
APH1A,0.0028742833720921904,0.0232027362539587
RGL2,0.0028734280813885646,0.023660029735811224
WDR61,0.0028674354334376276,0.02285012801983857
ATP6V0D1,0.00286304629589766,0.02172651999598603
UBTF,0.002845671798182685,0.022843757470576126
WAC,0.0028261831371648263,0.022788126337328293
RABIF,0.002826181509508154,0.021333311292584704
NUDT21,0.002823620362194661,0.022568219840727693
MRPL1,0.0028117816593256992,0.020921818008690876
SRSF7,0.002808984424689163,0.01960234991212807
ZC3H6,0.002801781226181042,0.020221477103809476
YIF1B,0.0027999893748710787,0.020790749436174042
POLR2J4,0.0027686466745781495,0.020587809148494743
C19orf60,0.0027682302859499365,0.022074151389541666
RPIA,0.00276744550991097,0.022234120338386152
TXNDC9,0.0027516250535369684,0.02183751168935676
NDUFA8,0.0027500465606808753,0.021322765514812398
HADHA,0.0027320138088233786,0.021807348632903012
UBL4A,0.002718756006040115,0.020247482639049595
CDADC1,0.002713884421771783,0.020845555299927793
MRPL28,0.0027135824104347213,0.020964745711884444
VPS13C,0.00269784051809565,0.021554162770240366
FLAD1,0.002692854474265447,0.02030219472831741
JARID2,0.0026871162192325,0.021113022960225922
MRPL24,0.002682031010846568,0.021636541487607245
LOC102724112,0.0026805166282297893,0.023768426870457427
BRWD1,0.002672528396952144,0.020522872022091704
TRIM59,0.0026668130621632724,0.02143699727624541
PHF1,0.0026655374894373907,0.020271035189893254
TSEN15,0.00265734171200288,0.021370137564420907
VPS28,0.0026553204221782707,0.021244664460306328
UBXN11,0.0026549667124167757,0.018374173777084397
PSMG4,0.0026482572867967116,0.021973757326598918
DGUOK,0.0026319623109690043,0.020591399413938005
ERICH1,0.0026318786881030422,0.020798802843850193
PRPS1,0.0026248039770522835,0.020036538729628295
HCFC1R1,0.002622923357657422,0.021114335269025418
LASP1,0.0026200900819573613,0.021583193546250067
ERP29,0.0026124911508405243,0.022533283041559767
CNBP,0.002595828862129448,0.022116864773820907
ERGIC3,0.002581982216269231,0.0227028607980677
HNRNPAB,0.002577317127920333,0.01815548468242659
CREBRF,0.0025749504818029065,0.021986533767486653
POLR2K,0.0025529800971907145,0.01975536343607369
SLC25A5,0.0025357090721739198,0.020665993075536366
C1orf123,0.0025292620072028104,0.021474655873865343
TMEM175,0.0025163328246757834,0.019909852634108945
VPS26B,0.0025032802251101186,0.016901732207309745
NDRG3,0.002502055017179329,0.019630545120706496
DGCR6L,0.0024854318402366244,0.020140407805751166
MSL3,0.002484160379972039,0.019276071219517927
TRMT112,0.0024808409566003517,0.020454185083839404
SLC39A10,0.0024726096870356816,0.019926390045872207
USP47,0.0024624627214471285,0.01932316943403147
SQRDL,0.002453176883984009,0.019188846531575685
FAU,0.0024520853783587693,0.01737066343489714
USP30-AS1,0.00244488285463665,0.02071498547710958
RPL23,0.0024359580638047087,0.0213942734784071
CSNK1G2,0.002435750859575364,0.018140146312945176
CBX1,0.002434005628608865,0.020305719407722328
KDELR2,0.00241977503944645,0.02007586831044799
UBE2L6,0.0023926474738354933,0.019925565190926354
CCM2,0.0023907793887945625,0.019022279336199616
RPS24,0.002388108712245813,0.016896744752212003
UFL1,0.0023878551269925392,0.02026956582341063
ATG13,0.0023832470930359247,0.019791779272526507
VAMP2,0.002378163951494099,0.01980703811296955
ZFX,0.0023714892488386065,0.018157541090000142
EGLN2,0.002363945886456888,0.018623358641914084
PANK2,0.002357949024986548,0.017746600118496422
SRSF4,0.002354988784361712,0.01967185107746007
GOPC,0.002344972527165874,0.019951586651610464
MORF4L2,0.002335511659805213,0.018586611824677506
EEF2,0.0023230910988105606,0.019310061784839915
ITPA,0.0023204688503048205,0.018395016993603207
ATG12,0.0022927009366932338,0.018117073849743592
TEX264,0.0022823638677501065,0.01919867319233272
RAB14,0.002253035133292872,0.01953164451327851
TOB2,0.0022502296419120243,0.016311531677816658
GABARAP,0.0022487874374840806,0.018827572241947067
IGBP1,0.0022447661060525865,0.020526285747614805
FDPS,0.002243835487246522,0.018661894144562513
TP53RK,0.002240847507924095,0.01854469720497714
VAMP8,0.0022323654679172905,0.01846941726489451
H3F3C,0.0022228916558681786,0.015533933947308762
ZBTB25,0.0022181445648037337,0.01790324368734869
IKZF3,0.0022082845232435293,0.01977653782590596
RERE,0.0021973036510347164,0.017380954854779872
RAB5C,0.0021887115735382437,0.021454841141732017
SURF1,0.002187278582234409,0.01852088625542196
TACC3,0.002167469032335628,0.016525965742632688
NDUFB8,0.0021575348799648298,0.020397692452429637
EZR,0.0021454589964651047,0.01749157926364163
HNRNPF,0.002124499608859898,0.01895235248751806
CHD2,0.002114607795977749,0.018153994670303014
TRIM14,0.002111115091828578,0.019189667448592216
DOCK2,0.0021108244692143595,0.018489529651377984
ATP5S,0.002105173747908781,0.021012745788537117
UBE2L3,0.0021005460710883522,0.019437034831766793
RRP15,0.0020986110210614558,0.01820840081518114
ARHGAP9,0.0020930828818069517,0.018173216337302543
C14orf119,0.0020921528313914313,0.01844284299944636
C9orf41,0.002088466091460272,0.01857672850866883
RGS19,0.0020809124980223368,0.019607405401760893
PRH1-PRR4,0.0020737540183211746,0.01814430753410464
PTPRE,0.0020707904424440474,0.020935116366948146
TSPAN14,0.002062266524110224,0.017115425708786665
MRPS7,0.0020554208677426747,0.018025283235654395
ASCC1,0.002053506224772436,0.01659131359240763
KLF13,0.0020531439295080516,0.01768843846189887
THYN1,0.0020459247605471055,0.01774209831678025
PSMB10,0.002045522768484514,0.01800481626384061
MFSD10,0.0020283496012634726,0.017807294368246778
LOC101930071,0.002023525656818431,0.019557175700566795
C7orf55,0.0020175843462479936,0.01574099782648488
TMX4,0.0020086274192188617,0.01771488368453779
KDM2B,0.0020079733600462195,0.016394783553674727
CD28,0.0020060185499488057,0.01414165232071247
TRIM27,0.0020059351827468193,0.01792581205636717
TECR,0.0019993900669051266,0.017615636223585186
HSPB11,0.0019985553862149658,0.01890689154563576
HIST1H2AG,0.001991566283786082,0.017867437008246556
TIMM44,0.001983082906536301,0.018134763104254506
SPPL2A,0.0019789922436900934,0.01672954576426904
MED11,0.0019672307861466785,0.018654790112161364
CREBZF,0.0019578702620521,0.0163317040059238
PTBP1,0.0019400293246446974,0.01632651070041846
PEX16,0.0019378419595248437,0.018425364073054475
BTN3A2,0.0019366049882508418,0.01786456605331462
NDUFA1,0.0019323925723681442,0.01765609460353718
ATG16L2,0.0019239864010843755,0.017047205494713086
TMED7,0.0019159976823544113,0.013753957403447698
ZGPAT,0.001915664556432409,0.016760852964640905
LINC00493,0.0019065424047968109,0.01701257016138272
PHTF2,0.0019030504125503878,0.015031580562926639
CDK6,0.0019008809822687843,0.017957764946016853
DYNLT1,0.0018910288475047629,0.015879553512241403
NUDT1,0.0018775788769027338,0.017931953871711613
EXOSC7,0.0018711286310806386,0.018163251536767008
HDAC10,0.0018590247169376838,0.016412423644739268
RBM5,0.0018488144831485677,0.01586358828721436
TSPO,0.0018485797439315892,0.0169396586147579
NHP2,0.0018466648006664472,0.01758259649685044
CD151,0.00184621440875103,0.01587962506401669
CHTOP,0.0018449416067581163,0.017157050964671648
IQGAP2,0.0018348764473598866,0.017088680715103974
MRPS6,0.0018286227826507279,0.017106183374531993
MTRNR2L2,0.0018220247174609765,0.019329351739536135
OGT,0.001821634705199582,0.018224167556714473
PSAP,0.0018212637890963244,0.016284850453645548
TSEN54,0.0018200867296426794,0.016070366936175112
ERBB2IP,0.001813969294840499,0.018024508260359198
HCG18,0.001810808363617053,0.016680287097424255
AIM1,0.0018107715032660162,0.014937436378932516
GFER,0.0018030473639593775,0.016747989238181014
TSG101,0.0018016930256689774,0.015341392005654552
RPS14P3,0.0017998156475992936,0.015995951766499948
TP53I13,0.0017638958115340862,0.01701343599102829
RPS10,0.0017596754726160709,0.015681669618533546
SRM,0.001754589724157326,0.011771261002581723
SH3KBP1,0.0017480599832953873,0.01720695983365873
