CD45	CD57	CD49d	CD5	CD16	CD4	CD8a	CD11c	CD25	CD64	CD123	gdTCR	CD3	CD33	CD26	CD9	CD22	CD14	CD161	CD29	HLA-DR	CD127	CD24	CD27	CD38	CD45RA	CD20	CD7	IgD	CD56	CD99	CD39	cluster	n	percentage	lineage	subtype	celltype
0.64723733641932	0.00381799415012434	0.0237867880052879	0.0597763396468472	2.17978959519179	0.0219480771106318	0.417160935967282	0.143090170847113	0.00988396229707792	0.0584871880924386	0.0135073105001124	0.00259713304228672	0.0394807985617081	0.0234884595679923	0.031918207032874	0.238819761767615	0.0170779824693098	0.0305254606887154	0.0138127212564244	1.30750310986228	0.0133748380350246	0.0166030926702674	2.70570052992902	0.27138725347565	0.341989336316246	0.164234321297422	0.0134450277822331	0.062676107925514	0.0251878559710475	0.233852496310977	0.621625421297632	0.676963279540514	12	1185593	7.89626921055557	Neutrophils	Neutrophils	Neutrophils__12
0.562303382224013	0.00381799415012434	0.0237867880052879	0.0597763396468472	2.97636825884843	0.0219480771106318	0.304897718129019	0.280139386862328	0.00988396229707792	0.0584871880924386	0.0135073105001124	0.00259713304228672	0.0394807985617081	0.0234884595679923	0.031918207032874	0.460819673850322	0.0170779824693098	0.0305254606887154	0.0138127212564244	1.43722914386491	0.0133748380350246	0.013313221234096	2.73641379989609	0.364045037632949	0.444121568238893	0.244927598404235	0.0134450277822331	0.062676107925514	0.0251878559710475	0.288583091381261	1.03267693635037	1.7431132038996	17	661818	4.40783059312215	Neutrophils	Neutrophils	Neutrophils__17
1.01871481259492	0.00381799415012434	0.0237867880052879	0.0597763396468472	1.98127737062963	0.0219480771106318	1.33559698267488	0.148679386640267	0.00988396229707792	0.0584871880924386	0.0135073105001124	0.00259713304228672	0.0168279077414011	0.0234884595679923	0.031918207032874	-0.0412369980080703	0.0170779824693098	0.0305254606887154	0.0138127212564244	0.95947361145963	0.0133748380350246	0.013313221234096	2.89505997388041	0.2279988392698	0.444541396714004	0.0906246144136446	0.0134450277822331	0.062676107925514	0.0251878559710475	0.634059147391942	0.305607976401329	1.03879495815565	18	837379	5.57709940533202	Neutrophils	Neutrophils	Neutrophils__18
0.764991416531932	0.00381799415012434	0.0237867880052879	0.0597763396468472	3.31995736708188	0.0219480771106318	0.417160935967282	0.155781000566591	0.00988396229707792	0.0584871880924386	0.0135073105001124	0.00259713304228672	0.0401786163952394	0.0234884595679923	0.031918207032874	0.238819761767615	0.0170779824693098	0.0305254606887154	0.0138127212564244	0.979682723596986	0.0133748380350246	0.024274226882557	2.97588814315168	0.27138725347565	0.266724510039427	0.257585074722377	0.0134450277822331	0.062676107925514	0.0251878559710475	0.221982702518989	0.494947714739648	0.762144277905212	23	740421	4.93134114755128	Neutrophils	Neutrophils	Neutrophils__23
1.09725229547741	0.00381799415012434	0.0237867880052879	0.0597763396468472	2.83537421795656	0.0219480771106318	1.45919848111129	0.182070915667213	0.00988396229707792	0.0584871880924386	0.0135073105001124	0.00259713304228672	0.0168279077414011	0.0234884595679923	0.031918207032874	-0.0399153144908389	0.0170779824693098	0.0305254606887154	0.0138127212564244	1.50979698407309	0.0133748380350246	0.013313221234096	3.22370222857645	0.415821276606395	0.456428846197576	0.145566751947483	0.0134450277822331	0.062676107925514	0.0251878559710475	0.597560159274694	0.559727210200101	1.07655428165421	24	878406	5.85034683248575	Neutrophils	Neutrophils	Neutrophils__24
1.45985196152832	0.00176330231063065	0.0237867880052879	0.0597763396468472	3.0744331056641	0.0219480771106318	0.916181717759762	0.580706499457042	0.00988396229707792	0.203184786565472	0.0135073105001124	0.00686266798837491	0.560506987052998	0.152760173237933	0.031918207032874	0.848277905884088	0.0170779824693098	0.0305254606887154	0.0138127212564244	2.11039140840466	0.0133748380350246	0.0828870728989798	3.24635942186965	1.08607386975374	1.06745415289273	0.378865465428792	0.124767108964859	0.062676107925514	0.0251878559710475	0.627905475598445	1.76152888064683	1.56377723368257	25	435525	2.90067725427462	Neutrophils	Neutrophils	Neutrophils__25
0.996370488559617	0.00381799415012434	0.0237867880052879	0.0597763396468472	1.66229317931778	0.0219480771106318	0.498350878459506	0.270874910362751	0.00988396229707792	0.0584871880924386	0.0135073105001124	0.00259713304228672	0.0394807985617081	0.0857295141771594	0.031918207032874	0.229069362148129	0.0170779824693098	0.0305254606887154	0.0138127212564244	1.48319426587905	0.0133748380350246	0.0287572891573366	3.25638233793795	0.317735608239531	0.553249662175026	0.160406323493529	0.0134450277822331	0.062676107925514	0.0251878559710475	0.417132710211344	0.381914456344325	1.38489102357897	26	778976	5.18812459635114	Neutrophils	Neutrophils	Neutrophils__26
1.11396174915592	0.00381799415012434	0.0237867880052879	0.0597763396468472	3.19525260375824	0.0219480771106318	0.483814391819552	0.31875210267821	0.00988396229707792	0.0989838151924313	0.0135073105001124	0.00259713304228672	0.0706446465134298	0.0725133566536602	0.031918207032874	0.0651567929354232	0.0170779824693098	0.0305254606887154	0.0138127212564244	1.53696650206205	0.0133748380350246	0.0280903800650504	3.25504468415749	0.27138725347565	0.905788093963675	0.14636423126121	0.0134450277822331	0.062676107925514	0.0251878559710475	0.598553536187032	0.199810287088853	1.6426701178156	27	676787	4.50752690864763	Neutrophils	Neutrophils	Neutrophils__27
0.761718416951718	0.00381799415012434	0.0237867880052879	0.0597763396468472	2.22805348106002	0.0219480771106318	0.253974193020698	0.302632085987913	0.00988396229707792	0.0584871880924386	0.0135073105001124	0.00259713304228672	0.0606652030873023	0.0234884595679923	0.031918207032874	1.14818479672574	0.0170779824693098	0.0305254606887154	0.0138127212564244	1.7272940601439	0.0133748380350246	0.013313221234096	2.90029433672512	0.533100639270205	0.506644320156235	0.2294855683485	0.0134450277822331	0.062676107925514	0.0251878559710475	0.275429037035689	1.20476326788	0.951584204979046	28	702165	4.67654909419147	Neutrophils	Neutrophils	Neutrophils__28
1.45375428181223	0.00381799415012434	0.0237867880052879	0.0597763396468472	2.70076166685533	0.0219480771106318	0.304411588745718	1.10408949891841	0.00988396229707792	0.0584871880924386	0.0135073105001124	0.00259713304228672	0.041178733399356	0.0262360698692299	0.031918207032874	0.360907012093996	0.0170779824693098	0.0305254606887154	0.0138127212564244	1.46088102014559	0.0133748380350246	0.013313221234096	2.86477951942308	0.3931518589043	0.527485884222015	0.261037942172213	0.0134450277822331	0.062676107925514	0.0251878559710475	0.273617773039887	0.831571227278708	1.15915196879514	29	750634	4.99936162122766	Neutrophils	Neutrophils	Neutrophils__29
