clone_id
21562
22119
4863
36355
57360
33464
30006
2328
37533
51572
52324
11509
46485
46629
4052
51327
21015
43397
15097
42162
42164
43415
46481
50269
43401
40539
50813
44670
22972
44654
36034
43413
32185
33561
40933
18927
46483
51162
37441
42067
48769
46406
50966
19916
46535
41253
43181
37699
44495
50799
21688
32861
50945
31757
41323
19724
56873
40930
39552
29938
40547
21856
37571
43255
39938
42163
50809
43184
36033
47538
50458
19076
46471
31980
43179
37305
55362
37568
32075
41194
41330
41663
41401
37251
50277
37300
43166
35441
38825
19541
40545
7529
50816
46523
41646
29697
37634
41661
11679
43182
37274
37302
44218
53814
32256
40551
46805
43119
49519
46450
39007
32258
40477
41397
43107
32257
52650
50798
37304
8982
16798
42893
41654
41671
30143
47549
49323
11677
53493
50648
19430
39671
43183
43322
35265
38936
52110
46555
9729
38597
37309
40562
31981
16180
2219
58368
52819
35302
51023
40923
55101
42503
46413
43395
56786
47539
56718
16741
51084
30654
38626
46685
56722
47545
50740
39866
18874
41851
39000
41870
43178
40922
46411
50811
56716
14829
40536
23152
37438
41251
39954
20010
51158
43200
56777
38832
46422
37437
46505
46453
39901
49316
21329
42151
20059
46966
41204
37296
43136
46546
56728
45782
57520
43128
50341
56781
50270
19021
46343
37165
46549
50797
46409
43155
40733
43201
37704
23150
50701
41657
48113
56732
33072
3689
47417
47548
46545
40552
10814
56751
23078
39004
44661
29593
49433
21892
32324
45927
46434
49319
43147
46459
37314
43126
50280
46528
56782
56734
46493
46420
37308
29939
47550
40565
10938
42997
14804
37294
44127
37303
42161
50953
44667
43116
46476
40040
47540
56773
43146
41324
46482
37299
41306
41645
46463
46424
41665
11033
39937
11069
37535
53494
46553
46533
46423
56424
52534
56735
44666
42770
52854
41666
56784
46419
46404
37534
43169
42891
43396
56733
22834
38710
41662
11068
46448
39940
19611
50281
38631
38709
37114
8964
39984
46439
43120
39966
15882
45466
50741
50268
47535
53492
50955
48833
41326
41156
37408
46458
19997
39775
9788
50803
44652
56736
44431
40039
47565
40081
46519
46518
40177
19077
46456
43099
46552
43069
46543
37569
40544
40564
39005
38828
43170
50644
44658
51159
43148
49579
40556
46548
46399
40932
37772
45463
11442
44676
46504
43137
37273
56663
40546
20092
41675
47546
41660
19925
33373
46547
50273
31984
45467
41648
38616
46537
7124
50640
21145
46455
46412
39939
22809
41872
38829
46405
33694
46467
31983
50742
45886
38765
19326
43154
56755
40533
52572
50646
16700
46497
19404
44656
43066
37297
18827
22769
46503
41399
40561
41329
43358
43688
50653
43394
40962
43386
38629
43173
21010
9080
46496
37570
40079
22810
43198
44118
46474
46418
43826
43177
29853
43159
50649
46202
42156
5946
43141
43388
42155
21087
40534
9943
43174
43068
46466
46499
40563
50812
50278
43105
46498
50267
46532
47451
56315
46176
46491
43108
56754
47419
18818
32052
49138
37805
41845
45640
40124
41197
41786
48795
12188
50283
37508
43145
37804
30635
53533
53673
19907
50645
50680
50968
44673
42116
49609
41527
8387
41669
58342
43164
43188
38645
20336
33898
19877
41384
37317
7759
37509
53671
12187
42152
40381
50647
12186
46410
35419
22435
40540
41690
9542
11693
43204
41651
32044
6008
46522
12185
46478
41909
43194
44084
55363
39817
46449
5553
2356
41410
46468
53674
38688
11676
13509
20334
37530
46447
44129
21364
41389
18824
53532
37301
35484
41673
38716
19880
19063
49770
7372
22855
35415
13462
44853
12637
41252
22818
40047
48111
46398
6733
20756
11016
36722
35983
6006
46401
22030
32225
46429
56753
56292
35984
21581
19660
22856
34939
31123
51650
46462
35036
31687
41637
46495
42159
46460
18873
48295
51523
46525
11337
43418
46486
21088
51063
6755
46531
22740
29647
40560
15087
38831
43092
14362
42160
46507
41658
20045
40529
46414
46169
43157
47666
57658
50106
36208
21977
3397
11114
53047
40781
14238
14167
19449
13903
19935
40785
37382
22652
50539
36336
50105
14930
31556
13279
46526
31554
20000
36209
38923
9281
41579
13904
13387
40782
40784
37276
31555
46534
55683
32237
40783
29606
55868
46452
34302
43172
43139
48112
32347
40548
43134
19841
43767
46470
50998
13899
13905
55142
37607
43185
46427
4619
46536
38826
11574
46430
38627
14236
47542
46500
40264
52754
41668
20550
43071
43158
42153
29883
41656
40787
14385
5364
5106
5403
54792
5107
22658
16596
16611
41489
47713
41497
46541
57498
46514
40553
41499
57508
41634
41480
11593
43162
49320
56128
46461
46230
43203
37536
48704
50954
22657
46539
46488
39006
37306
41288
12298
38999
52543
50643
46479
57519
41984
44669
57478
46438
22764
43111
45464
43175
15028
42894
31906
12928
46509
43292
19535
34337
37639
42157
43307
43112
11591
40538
43156
38632
38998
41880
57506
49360
31982
46510
23079
46524
41331
16711
22615
41674
46538
57715
43196
19968
16610
58236
5336
34268
11756
46464
40009
52571
30003
51161
46469
11520
46435
46571
43122
21517
57998
29875
5156
40559
43143
47537
43214
46433
43149
3050
40972
43308
46417
46415
50469
46443
43150
46426
50213
50806
46005
30018
54531
43144
50650
44659
43167
46560
44668
43153
41400
45465
43176
47788
44417
5155
41147
56129
48696
7112
46425
48672
37439
50652
47533
16542
50080
43042
41871
41327
6467
46542
46403
11687
31979
46472
43192
57480
41659
43398
22656
7571
46402
40732
47543
20322
57690
4833
11163
42797
57466
44662
32495
7032
12995
