"cluster","count","pct","CD45","CD33","CD26","CD11c","IgD","HLA.DR","CD57","CD49d","CD3","CD25","CD64","CD123","gdTCR","CD20","CD9","CD22","CD14","CD161","CD29","CD127","CD24","CD27","CD45RA","CD38","CD56","CD99","CD39","CD8a","CD5","CD7","CD4","CD16","lineage"
114,1113634,0.0497492132774702,-1.41286268901537,-0.465732973461801,-0.645349280745395,-0.301970850287793,-0.386190932091212,-0.607030041623416,-0.219871285316987,-1.11557092487465,-0.613233490315926,-0.249602456171783,0.246784102592304,-0.219265588382938,-0.23123874532459,-0.384380589695697,-0.394019256833124,-0.440709251149941,-0.37383397502908,-0.475233173080801,-0.942383123707586,-0.527457676971431,1.47308096082963,-0.682309804391312,-0.900638416796788,-0.785545866630414,-0.371066940745039,-1.28231233551314,0.393792786447839,-0.254209523931885,-0.901799207963077,-0.858877977548816,-0.648690561147074,1.5304761064275,"Neutrophils"
115,874896,0.0390841045618269,-1.00019590986956,-0.440167817571045,-0.735709415618427,-0.12354174882594,-0.363344550934341,-0.613614603491354,-0.226488022039315,-1.09658031030422,-0.969459116133241,-0.242345586905641,-0.292730980094765,-0.215146174033576,-0.218870543022314,-0.426314369335956,-0.681521877108169,-0.483293637923382,-0.409778908004756,-0.622871261162604,-0.29827229957353,-0.685222205989158,1.71105471342153,-0.756766381564178,-1.02768371099673,-0.507556409857835,-0.837657274527985,-2.02738629365961,0.792502868190116,0.946255436101113,-0.72138635173052,-0.826494252727324,-0.65742166281733,1.62469888272709,"Neutrophils"
119,637054,0.0284590227267356,-1.29711042896282,-0.542548301895564,-0.566886693240609,0.10554977201919,-0.345478303555214,-0.591501259478113,-0.213851350635394,-1.09506333690035,-0.861612684859566,-0.219128305971082,-0.290916613599459,-0.197816751402626,-0.233593375686172,-0.353976613059217,0.764171310398561,-0.466039269890084,-0.394070661572735,-0.547932048273604,-0.310131424571316,-0.53191036918923,1.39873739395914,-0.679533253951533,-0.977455616548048,-0.785047134482791,-0.697110022211728,-1.32997379833626,0.510873455690561,-0.639405479067358,-0.976492549624429,-0.906448950052244,-0.702530055191488,1.49066218623027,"Neutrophils"
1,30573,0.00136578328026272,-2.34702386751913,0.527285774483357,1.71476450939738,-0.41017125133912,0.531382236525437,-0.220662793849302,-0.200355711631832,-0.718447129802124,-0.734256667283243,-0.0529127683682221,-0.34543772952116,-0.120176332566089,-0.0388738249122277,1.04162050127924,3.76808662168172,-0.257543924237537,0.170377944596974,1.20113913196807,3.07942860771667,-0.578229192266207,0.0880983895336816,-0.867996480964472,-0.509803241742648,-0.26687322431341,0.991583516565596,0.496819349767639,-0.520027013772689,-0.833207445977482,-0.94871832172757,-0.863162250435637,-0.740261153749005,-0.132945788893177,"NK cells"
2,28008,0.00125119740011116,-0.466685943864607,2.02529509855744,-0.16811939530107,0.306983574533341,-0.214369483379397,-0.360074599969179,-0.18608126695514,-0.588622581896784,-0.353199495743427,-0.173502903294589,-5.41736199141475e-05,-0.133131540259451,0.49162620195388,0.585863032873038,2.98777328646989,0.0159647615279854,0.0725242438636609,0.250981787454674,1.94791524456278,0.323424358624671,1.90068922196629,0.0486073218165133,-0.176308943360055,-0.0559932882789554,0.651257803650076,0.510509049058961,0.913663640948221,-0.219807648602528,-0.566633606790794,-0.722555795715968,-0.298198938890039,1.46237068170571,"NK cells"
3,88148,0.00393782306573115,-0.456268495065626,1.89839008809753,2.91815399060641,1.06512002827798,-0.395117904055441,0.448589374256779,0.195046470919823,0.434496151970227,0.031481893735628,-0.252608705615336,0.672264978621084,0.466304258110306,-0.251445329986354,0.483902925260984,3.0196906611829,0.161333275324692,0.148731325192558,0.623078791221681,0.209167571785706,4.08175411925029,0.963325655653224,-0.908277249204755,-0.843776720890376,-0.719914744744189,1.04516149337702,-0.449221845486597,1.43452423291095,1.09906893591684,1.37265674725262,0.555281257308793,1.72508321591465,0.769192380459061,"DP T"
4,72582,0.00324244536185618,-0.112335423215362,0.782616431091268,0.0283863611245882,1.28444319583911,-0.211686022218896,-0.490060648495286,-0.18608126695514,-0.479810919648551,-0.0616948114531852,-0.160188812473951,0.869034426068397,-0.0634725051875777,0.349516977718796,0.0911703920333531,0.91419899636779,-0.176236593896449,0.0256898266008087,-0.0902587153910245,0.427125757947773,0.682885309310178,2.02888213405346,-0.281594696405286,-0.200078965690399,-0.0559040236776182,0.709213052739882,-0.668699249045643,1.5515791146974,0.361006548688391,-0.365957948655925,-0.48947207488796,-0.235228305942552,2.46100901259639,"Neutrophils"
5,138667,0.00619465116685281,-0.414056644231491,0.267573971369476,-0.106849345669759,1.35941661061445,-0.326613761959334,-0.554250834970784,-0.199438596077462,-0.949612471483373,-0.506694382774707,-0.227858922735138,0.351290109055485,-0.166511322588731,-0.175757586034308,-0.187048750485991,0.438269246775047,-0.321164604455377,-0.197913022811273,-0.267630037186281,0.0661361338790566,0.166579768721782,1.85703836292944,-0.558909324392358,-0.768480233418442,-0.337948257341243,0.163468956529736,-1.25126043701615,1.38682380105589,0.0189725281007333,-0.601340875169822,-0.685403348618363,-0.424389001291401,2.23680223228621,"Neutrophils"
6,128499,0.00574041754916036,-0.201033106712393,0.539009192896714,0.27473421221193,0.997682083497465,-0.211686022218896,-0.507595952383986,-0.195413170577851,-0.862612793138108,-0.503094976971942,-0.222068338582444,0.956064167960756,-0.0932247214924648,-0.19793405032373,-0.276136728954713,-0.149834445603575,-0.298254538846532,-0.187435850269364,-0.223373928868768,0.105116489814047,0.431091020068245,2.09637798935618,-0.5915912952194,-0.789475083030868,-0.134122991277348,0.813598361132449,-1.52535750924382,1.53984724344669,0.618802751503924,-0.310878209464697,-0.56783083940714,-0.255895565964137,2.40836286763551,"Neutrophils"
7,45523,0.00203364250375822,0.557036837874584,2.13151944546501,0.756933041593839,2.51767658703988,-0.150940883356429,1.42081781697073,-0.146679364379987,1.53361550732487,-0.11568967823044,-0.202867214557713,3.09304833790909,0.30365634917943,0.0927063940634776,-0.0419533952291348,0.501201398051659,-0.0791428257249794,3.05833865333146,0.666261174145574,1.63376627353252,0.356908401479815,1.54550561339532,-0.635332375041912,-0.517787448586842,1.16223509181231,1.73357019981427,0.594782992949179,2.04058116572778,0.460825460858369,-0.250763010100073,-0.505212065390304,0.224287347212564,1.81209705285442,"Monocytes"
8,133706,0.00597302911951093,-0.0637106476606831,1.05480212278744,-0.205175315271806,1.53660288782504,-0.255975364019028,0.308540732631246,-0.20148034083983,0.753253262911782,-0.524246317419,-0.218479055353593,3.21305556282564,0.00488443493769709,-0.177045867195923,-0.346047955866272,-0.0758550840487821,-0.333479157946993,3.43459345398504,0.407139214957385,1.61738450651384,-0.594120955247032,-0.0387698902639105,-0.965724573838506,-0.760299848839855,1.22625354908264,1.58422973910521,0.802034270333149,1.69869770338578,-0.269134522636328,-0.737359954941167,-0.800301002169316,-0.334162744517694,-0.585530171162456,"Monocytes"
9,143811,0.00642444834716457,-0.404367537609921,2.12866330128366,-0.411993214334347,1.14307393521803,-0.253925445091421,0.345638635933709,-0.220951243375459,0.234429193001346,-0.993356533688262,-0.221771960615665,3.06304188218496,-0.144187450131583,-0.217383521056594,-0.450798763772614,-0.703330933257994,-0.486550600698049,2.44352696616669,-0.125018255232374,1.33811887352664,-0.897739131469773,-1.0502210374644,-1.08730368126316,-0.984325752993613,1.18542249416463,1.19510973906787,0.79275970073674,1.23974243835426,-0.48268165027526,-0.914346352733285,-0.901464324772421,-0.564129776664055,-0.70928165916843,"Monocytes"
10,115219,0.00514716199812222,-0.555575684964467,0.569275988220912,-0.373262976558254,0.82449943999536,-0.386265126647451,-0.00270149226157046,-0.208497903980643,0.078296334008685,-0.524334714465408,-0.218479055353593,3.1032827667159,-0.012748463303159,-0.193131571767747,-0.361060571638757,-0.257616205104558,-0.350337019574701,2.58895218442534,0.0573462170472085,1.33025696675109,-0.603813074746141,-0.0641007934495107,-0.970860048761509,-0.903582738399482,0.599932285373795,0.788253611663464,0.332098752830629,1.29244523062562,-0.14291014087924,-0.764568813639573,-0.800301002169316,-0.471273124756082,-0.56010927733553,"Monocytes"
11,69329,0.00309712455556649,-2.85756404550917,-0.321183976760206,0.613337060674546,-0.603359169569908,0.206341432985399,-0.521890746052136,-0.224972624231217,-0.9289482459978,-0.968730396792134,-0.203735032969508,-0.499551522804322,-0.151834383705689,-0.156370364286891,0.384754852685663,3.09001529985266,-0.452977095021626,-0.284313651045016,0.0687532916439489,2.15510177336449,-0.840928091211979,-0.8148521931603,-1.03109296578137,-0.860599147635574,-0.808365021763719,-0.200981832790229,-0.238370618251488,-0.963933978235455,-0.910893055210214,-1.00243353530064,-0.921350893106676,-0.777874175071877,-0.62743520761586,"Platelets"
12,98797,0.00441354432800563,-1.12786915053361,0.353097731945505,-0.650398663566718,-0.585269985258216,-0.363320203053016,-0.582963167660325,-0.214121291127494,-0.176294902328502,-0.74129420000169,-0.201336966681791,-0.365061541419926,-0.0384628635771326,0.0508342601379444,-0.152990749009663,2.34596884021697,-0.463404675388726,-0.426996743863241,-0.542603300709163,-0.0034727943420631,0.266728953049836,1.0494991434816,-0.877865604227319,-1.08412583423848,-1.03551481462434,-0.722215371520412,-1.61890371789089,0.639966274022439,0.557699893952795,0.280011842962823,-0.653798810140645,1.19055970358146,-0.620473302712708,"Neutrophils"
13,46929,0.00209645254176722,-1.43238152950018,-0.0556521066870351,-0.804853965707542,-0.686593941205091,-0.382166744484715,-0.617372120358762,-0.221950316949838,-0.403204513389643,1.49559766209053,-0.240624663581031,2.28420576743392,-0.221052642061577,6.30266459634491,0.550178280176854,2.03224417958014,-0.240523078831708,-0.00479207996550813,-0.59088515257559,0.144247081810949,1.13193874304857,1.42392438433993,-0.369497343310708,-0.870638960810261,-0.793483776633626,-1.09507136317245,-1.00750144399932,0.140391095183551,-0.418794090531486,-0.45577512649025,-0.984224527118052,0.788267003633252,0.312927495068231,"gdT"
14,119874,0.00535511415098988,-0.651355821431586,0.252154649985821,0.0979455352438486,0.386084496557388,-0.323760597792794,-0.522019518239815,-0.198234712908653,-0.851296799273843,0.0109638419217318,-0.237515988856115,0.902429225999495,-0.0932247214924648,0.0498549029566904,-0.0167395601492382,0.270441424106201,-0.127413979772079,-0.0654172771880846,-0.0252490587685562,-0.0570072687747149,0.268656488890386,1.92237766033785,-0.420867722271617,-0.548003544616489,-0.324158905175579,0.692470822676425,-0.899409550080513,1.08165044097436,0.597915586182718,-0.337395587260844,-0.54527937222773,-0.265600028471425,1.82661055563224,"Neutrophils"
15,51747,0.00231168637044958,0.679914324662943,0.0122960782863838,-0.494104090570616,0.235589854163786,2.31804388651699,1.91425188133976,-0.198085644778342,0.535832764630195,-0.607963807080415,-0.141973598123258,0.0549245218568235,-0.0693279540170537,-0.199973453068169,2.64134673734344,0.497058717834759,2.94170664738619,-0.241289722663472,-0.264394902415596,-0.0208996409664151,-0.155224217611635,1.40767510014395,-0.570604660696083,1.21177818410021,0.357691887465822,0.176879363399806,-0.217698931361093,1.22105336859742,-0.0533134227305418,-0.60072721199867,-0.736168420037596,-0.56403907023793,1.50385314437094,"B cells"
16,64626,0.0028870281055264,1.10755828695471,0.0484223540131942,1.09351205685103,0.0340039975759749,-0.220503353601356,-0.498843461511454,-0.200106748962422,0.875034297828056,1.21572822379285,-0.0188464017028242,0.0700308300121205,-0.196739144741208,-0.043249519333464,-0.301467332834177,-0.0210667118309859,-0.122001993698151,-0.277735785544698,0.814344627485839,0.810590294460404,1.12843791175575,1.29039256675644,0.973050938794126,-0.675467618566619,-0.298464347884048,0.70647996666461,1.05929323243991,0.650134315411451,0.300090391374376,1.05354896742811,0.368337713806223,1.18097346654678,1.49540073900558,"CD4 T"
17,49313,0.00220295263466443,-0.000515803551636456,2.48881802453059,-0.182040272457494,1.90827564131794,-0.204295373074112,0.372198531109029,-0.212116675295358,0.157086180746237,-0.633609192403365,-0.218479055353593,1.92955950244789,-0.125989224103706,-0.203941516888643,-0.300000065681483,-0.115169673638369,-0.390475668997199,2.35061880676567,-0.0571501860552652,1.23695151910764,-0.454690506088295,1.19080109891524,-0.709682032188964,-0.763800317391643,0.828991646012958,0.900405458941345,0.234364965011798,1.52242548164616,0.142269283310031,-0.632270826487484,-0.721897554644666,-0.358946367367771,1.25347137716455,"Monocytes"
18,85958,0.00383998950723917,0.593715511717264,2.19756846194557,-0.0062400192874555,3.05207280111996,-0.177255811019544,2.65574584589262,-0.184037672689528,2.41965088315758,-0.589282615409133,-0.209252260511361,2.4047614349087,0.217716843911284,-0.171616623116072,-0.32070750870435,0.352596387436797,-0.323952942699611,3.08449202716728,0.208853900928804,1.51598509103492,-0.604256632155394,-0.00942194520838453,-0.933996927009593,-0.78840680169854,0.854972071345963,0.966765962967085,0.400167369822706,1.85081743418543,-0.381321189580101,-0.809079241271787,-0.797380686060975,-0.0549082791194522,-0.453760866683973,"Monocytes"
19,99429,0.00444177757410926,0.225675603797152,2.17728907409662,-0.185816093557176,2.23251430760111,-0.21892219873447,2.11831706494486,-0.201154791644982,1.73418201143449,-0.841896196125278,-0.221771960615665,3.04465560262619,0.179006327199221,-0.21143389962921,-0.379381308622914,-0.427786158132352,-0.369864022355182,3.06640029830753,0.128226339092606,1.52592334066969,-0.683010314215628,-0.724319099074111,-1.03212773426264,-0.904951332015523,1.22930526727161,1.23235390217369,0.901815069971474,1.69823637188449,-0.438151846572858,-0.865565410422941,-0.829655046646436,-0.252553932711511,-0.618049214672448,"Monocytes"
20,107414,0.00479849034331404,0.0647997367038967,0.995954872586544,-0.393985020666139,2.24238646189368,-0.255975364019028,0.499299746632174,-0.214351526813557,-0.216341069581462,-0.797623373679784,-0.218479055353593,2.61692976245683,-0.125617867421575,-0.217383521056594,-0.386129924119176,-0.415743664015478,-0.429017772784777,3.11779910335564,-0.0975734317041073,1.133151814261,-0.698858495846909,-0.7529211201249,-1.0061118153793,-0.987038794701398,1.00340016845435,0.39175613087871,-0.429398339551759,1.63046693678545,-0.345418896744018,-0.861597438842851,-0.844081262041723,-0.509691021173829,-0.616007785638356,"Monocytes"
21,40003,0.00178704832892911,-0.455954226703595,-0.00401076197334441,2.01042097670244,-0.500453804792772,-0.348772285249755,-0.451101357963937,-0.191140879122905,0.0118836006570488,-0.994087546780314,2.77793043141661,-0.428971990970876,6.94520933258303,-0.193589553640089,-0.216043489553564,2.06861003515207,-0.428495312790555,-0.372244401363607,-0.48412907500849,-1.32478567905758,0.631110724276901,-0.967438642905618,-0.967194673300702,-0.927580952676327,1.35985486968132,-0.330220781028278,-0.78184759426502,-0.970025334131504,-0.44925023640362,-0.918679255207471,-0.837182415792432,-0.588569563472091,-0.420981871619914,"pDC"
22,39745,0.00177552273162732,-2.3354855169131,0.52176379869639,0.177669902109567,-0.450350303194692,0.0737530801282289,-0.511669986730401,-0.217632910281468,-0.777771103780494,-0.771051480624389,-0.203735032969508,-0.328439571531137,-0.151834383705689,-0.0812215744129962,0.129362846837956,2.51330813825593,-0.34428398774754,-0.266539162844054,-0.296101982944422,1.36172310508237,-0.568694454714749,0.502179654544854,-0.753262539711231,-0.623794522380904,-0.740504313585003,-0.386803174617421,-0.399881830876182,-0.149955492792211,-0.560155127890959,-0.910200462795946,-0.877415249393968,-0.684293259110147,0.0768881838882476,"Platelets"
23,91608,0.00409239115357693,-0.970052710980959,-0.244953032792424,-0.756005832433573,-0.628046280993373,-0.363720264645197,-0.615526881051777,-0.225929944354258,-0.721947397312528,-0.304689482805336,-0.232108199147885,-0.123941501032931,-0.230606937520558,1.49037038522066,-0.277867483228747,1.5580569533631,-0.517687414833359,-0.466643945749912,-0.703393041562999,-0.488716427738297,2.40964423062071,1.51006695542948,-0.600390697987037,-1.07248105290303,-1.17695417584271,-0.87574604518682,-1.33689994595889,0.214697887341748,0.131273839705182,-0.470677987029109,-0.910101455829448,0.375973608524953,-0.442616078547137,"Neutrophils"
24,17754,0.000793121916651437,1.22613140896168,1.84623479936064,2.97095545948881,1.12519897407108,0.504622277942092,0.389422730508911,-0.105882112322427,1.77499217239612,1.76372151049635,0.297906407550088,1.38601335706524,0.306914507237811,0.602534795420956,0.635335706242744,2.32441194803295,0.736970812260043,0.61424580480561,1.12000848594477,1.57525482713103,2.15512286099322,1.59055303228392,1.18554344071805,1.0032383877171,0.987777756634371,1.64344085271424,1.01970237484298,1.35954703457314,1.35495737833635,1.45299852265248,1.02617936201305,1.30299480391187,1.87396791644738,"DP T"
25,70846,0.00316489328078674,0.744627297980744,0.136717063872306,1.29334051091327,0.0935530889369921,-0.0584900508541452,-0.492177676888655,-0.196584073990787,-0.483933359659822,1.65419915504757,-0.122939938126862,0.0959864132242375,-0.17844839996128,-0.221858036543344,-0.272515415860518,-0.0301950771088624,-0.0443616009553367,-0.256491464334226,-0.29224953991977,-0.26570501139204,1.1880683771157,1.05045167897605,1.3688604148532,0.999485377071424,0.692375001608231,0.397851024346748,0.414228357812952,0.500791372489143,-0.0031364963458164,1.53870120917429,1.36542965851233,1.91469169632254,1.48689878585841,"CD4 T"
26,21229,0.0009483600973636,1.29799184458398,2.38012953004244,1.63044643621803,2.09651286941354,0.158381204287805,1.17036898769911,-0.13221401495504,1.36412530177832,1.79043534177471,-0.0380343877212057,2.59149326568297,0.180480985960929,-0.1437523237268,-0.15209395730375,0.19542550102888,0.0799457458079521,2.86925442225458,0.70687715693632,1.50329913113926,1.00653554950156,0.101742823122337,1.24288080307012,0.809215520453894,1.34527227980832,1.44137154667861,1.15629156691042,1.5691236545706,0.494894015568251,1.29910043664325,1.12206283173166,1.06026136682273,-0.196429325879355,"DP T"
27,43210,0.00193031418376189,0.101781051912767,-0.484364786133959,-0.400780865778176,-0.632479464555935,-0.146554313799202,1.97669853280795,-0.174753535692689,2.45531484804853,-0.985518672400683,-0.1999296166558,-0.494770593018777,-0.141708225828498,-0.210715184324367,-0.309973546532911,-0.410298305480594,-0.423403461142418,-0.416487739048787,-0.284185755208479,0.641776872797017,-0.791581456058872,-0.584894701039037,1.1005032286057,1.47946804148199,2.8486762859418,0.203498073115364,1.08435228618514,2.05538479003815,-0.846428915220912,-1.03272912179721,-0.845003075320791,-0.712538321890334,-0.631031314504019,"NK cells"
28,85454,0.00381747438692869,0.129458224391553,1.37073628171413,-0.395453896291898,2.75896031229401,-0.24952778257039,2.81964566718577,-0.180926615957289,1.956850399506,-0.897343472097624,-0.215303770119677,-0.0613982503232708,0.507431068459211,-0.226414025505495,-0.431139706635953,-0.209262045882883,-0.415156217058795,-0.0668887459382055,-0.328546600862469,0.894624567411833,-0.828440011251815,-0.346275619204559,-0.872170523867745,-0.76459717549976,0.0770290419509906,0.17296174363751,0.0215526336132671,0.963604265002485,-0.617942242128223,-0.93953773664853,-0.885623116519139,-0.45893404043225,-0.4809214640051,"mDC"
29,44515,0.00198861226313725,-0.490075979884303,3.91450047335834,-0.315786055990881,2.21447542077902,-0.26583470183582,0.791793370703298,-0.202307737174931,0.444654467789682,-0.976568486692763,-0.210665695740197,1.47743232115572,-0.13542802358941,-0.226483994958214,-0.427484911120501,-0.335979348530849,-0.472292099171279,2.11130369308388,-0.359186376310159,1.11716508760154,-0.853488355511619,-0.494103486791913,-0.934702589001419,0.142940723425491,0.897733995822375,-0.0371893036039196,0.438026454791749,1.07888421174053,-0.759736799744052,-0.959665117165552,-0.862881700039309,-0.606374462562663,-0.649319291536453,"Monocytes"
30,167219,0.00747015060158481,-0.474633122824634,3.71374617801791,-0.291774539784446,2.03389679279137,-0.199527318840116,0.474197663994458,-0.206464645264103,0.0181191317666785,-0.983689996605297,-0.220371352378681,1.19677198610025,-0.149256360924773,-0.227093593715247,-0.427484911120501,-0.473585963510652,-0.478296631957488,2.50050114629964,-0.422827324525172,1.0138761853654,-0.878503453344449,-0.669253964639068,-0.93064989704769,-0.987252393301357,0.685970819755267,-0.0138952629569842,0.174976583307723,1.06966083052809,-0.660158027617525,-0.969079931244705,-0.869189769618779,-0.671716857219205,-0.691283578491586,"Monocytes"
31,64761,0.00289305894132385,-2.87970247680004,-0.334863511884588,-0.126348181766418,-0.630522334639919,-0.0527546984650841,-0.579035592439691,-0.2335967373543,-0.9289482459978,-1.03697460835554,-0.252608705615336,-0.499551522804322,-0.235772101310928,-0.191029723192268,-0.233187923762281,1.93377766953031,-0.463508850258862,-0.404826625929323,-0.567644068572914,0.568365094258766,-0.873869099389072,-0.959424516612846,-1.05675279087766,-0.969330415095677,-1.20725431319036,-1.30633287786805,-1.21998627865043,-1.00976322894546,-0.884637562947612,-1.00243353530064,-0.954202385210912,-0.777874175071877,-0.664616251183876,"Platelets"
33,96185,0.0042968588235394,-1.65747864134261,0.35567432041691,-0.650398663566718,-0.604879559297881,-0.360260220039215,-0.584940098586485,-0.214382907329002,-0.404986117759121,-0.173231278363498,-0.195116255762138,-0.286415407819819,-0.110507937157848,0.0494692503952816,-0.158237508516504,1.72214828119079,-0.467176723959948,-0.42704368072206,-0.553612491612147,-0.213738894134269,0.0643163212479181,0.681784219280794,-0.622555714694588,-1.07536508510337,-0.888591889600553,-0.835892415073343,-0.973964142723283,0.12610592734324,0.668067199977149,0.235300373620971,-0.671337388897241,1.03873082975197,-0.742536279239655,"Neutrophils"
