"olink_id","IL8","TNFRSF9","TIE2","CD40.L","CD244","EGF","ANGPT1","IL7","PGF","IL6","MCP.1","CRTAM","CXCL11","MCP.4","TRAIL","FGF2","CXCL9","CD8A","CAIX","MUC.16","ADA","CD4","Gal.9","VEGFR.2","CD40","IL18","GZMH","LAP.TGF.beta.1","CXCL1","TNFSF14","TWEAK","PDGF.subunit.B","PDCD1","FASLG","CCL19","MCP.2","CCL4","IL15","Gal.1","PD.L1","CD27","CXCL5","HGF","GZMA","HO.1","CX3CL1","CXCL10","CD70","IL10","TNFRSF12A","CCL23","CD5","CCL3","MMP7","NCR1","DCN","TNFRSF21","TNFRSF4","MIC.A.B","CCL17","ANGPT2","IFN.gamma","LAMP3","CASP.8","ICOSLG","MMP12","CXCL13","PD.L2","VEGFA","LAG3","CCL20","TNF","KLRD1","GZMB","CD83","IL12","CSF.1"
4645,3.6464,9.78437,8.09165,4.84719,6.79484,6.10616,7.33127,3.31676,8.77525,6.99848,9.99278,5.79038,8.23874,8.89211,9.06095,1.71732,9.23034,12.08939,4.61019,3.74364,7.84412,4.71232,8.78533,8.07794,10.33791,10.2984,5.40177,9.1952,8.31442,5.94639,7.72661,9.31458,7.97685,7.50917,14.09788,7.38906,6.08391,5.28832,6.013,7.70594,9.47022,7.59365,8.4187,6.96545,10.7996,4.81739,8.86119,3.35931,5.14519,5.10949,10.94477,8.43739,6.58268,9.87276,4.7918,4.79676,9.55216,10.04642,7.82367,11.65079,7.07812,8.80173,6.70982,5.10488,5.33091,9.46244,12.30234,3.08499,10.25287,8.34157,7.76845,6.42714,7.71497,5.57263,3.66889,7.39758,10.79197
4870,3.64629,7.63665,7.66091,6.08771,6.90886,7.31754,8.9468,3.59352,8.62335,2.69885,9.31115,5.00793,7.41813,9.22966,8.68078,1.16044,6.82201,9.15106,5.67784,2.12897,6.52426,3.88336,7.35568,8.11717,9.21951,7.44264,3.39694,9.00705,8.78034,4.12572,8.57292,10.15157,5.27195,7.5201,9.93869,7.55226,6.24025,4.98334,6.60364,5.99819,7.72474,9.9302,7.71008,6.24805,10.73266,5.35525,8.36841,3.52902,2.70126,4.3463,8.98234,5.85258,5.13084,10.33683,3.69036,6.01062,9.27672,6.9391,5.7515,9.4518,5.7755,6.7223,4.27202,2.80937,6.02667,7.60553,8.52594,2.63624,9.42837,5.00906,6.86307,4.1165,6.58819,3.42302,2.69931,7.48153,9.85568
4876,3.93435,5.62228,7.79591,5.5069,5.97269,7.30692,9.38655,3.45392,7.79339,1.77583,8.12215,3.96603,6.71062,8.43478,8.27247,1.10864,5.65265,10.20937,5.13209,2.91629,6.26334,3.43707,7.02832,8.01853,9.38288,9.16906,3.25883,8.84437,8.10722,5.10825,7.60775,10.94334,3.59072,6.40988,7.67908,6.83729,6.41894,5.91834,5.67201,6.74281,7.17484,6.97849,8.6429,5.39825,11.71269,5.87414,7.38926,1.96255,2.9486,4.45593,9.57226,4.96227,4.72008,9.39229,2.67318,5.45094,9.18268,5.01547,1.93637,9.49443,4.85225,4.13511,2.58539,3.35802,6.22532,4.84411,7.79727,1.8789,9.68522,3.17956,9.16692,3.70694,6.10587,2.86327,1.5586,2.57049,9.90564
4882,4.18317,6.65593,7.22609,7.32198,6.98563,9.38602,10.14603,4.78566,7.68735,1.77583,7.74063,4.28764,7.51084,8.64372,7.44937,1.9995,4.97967,10.21709,4.59668,3.15906,6.16366,3.52251,6.87381,8.24572,10.25133,7.60122,3.41037,9.47495,9.8503,5.29682,8.27017,11.4604,4.85686,6.26829,6.70588,6.56292,5.49567,4.88628,6.06838,6.14143,7.404,9.94645,7.7686,5.05271,10.90705,4.73672,6.39804,2.41847,2.15254,4.01985,9.94825,5.86053,4.49417,8.84997,3.3216,4.79494,8.77425,5.47192,5.22998,9.63609,5.22802,2.04176,3.045,3.91974,6.09153,5.42436,9.59857,1.92882,9.17188,4.21519,6.51737,3.11035,5.29759,2.9529,1.87707,4.47397,9.39896
4912,4.54888,8.45369,7.4407,2.91368,6.72743,4.08179,7.98762,2.70385,8.90143,3.68679,10.06977,5.66868,7.19915,9.07285,8.70756,1.12747,7.60305,10.46825,4.57976,5.23098,5.81393,4.16319,7.52759,8.10343,9.01499,8.44237,4.1705,8.62208,6.80371,4.71818,8.23826,9.53789,7.95759,8.11917,10.86453,6.50152,6.57996,4.38148,6.27802,5.77978,8.43552,7.17028,7.88173,6.4048,11.25385,4.61635,8.63586,2.46419,4.15367,3.62875,10.08223,6.99072,5.44232,9.40883,4.54078,5.37333,9.28107,7.729,5.09179,8.75799,6.81578,7.21917,4.96238,3.0566,5.77404,8.1703,9.41181,2.19095,9.60908,5.19633,7.23614,4.65281,6.54491,3.80295,3.7745,8.10494,9.83858
4938,4.03131,7.95438,7.47643,6.4697,6.92848,8.19191,8.99799,3.37098,8.81854,2.47087,9.17857,4.86382,6.42764,8.07339,8.49494,1.12747,5.99772,9.33592,5.15315,2.71264,6.83749,3.83942,7.16086,7.78469,9.72952,7.5643,3.21661,9.13613,8.10032,4.92748,8.20111,10.54062,6.31843,7.18713,9.94806,7.15433,6.3585,4.9441,6.2789,6.2908,7.82869,9.00881,7.66809,5.6824,11.13884,5.21303,7.8206,3.7019,2.38116,4.48472,8.76725,6.01746,4.6589,8.51737,4.03634,5.31438,9.39006,7.28285,5.49771,9.51387,6.17708,5.85696,4.76775,3.78773,6.12902,6.29618,8.02675,3.09303,9.95664,4.37919,5.89982,4.02797,6.04953,3.57695,2.82004,7.73021,9.92888
4993,3.68912,6.23169,7.91358,7.1144,6.89155,8.46873,9.30424,4.57096,8.12197,1.50004,7.63892,2.87731,6.31336,7.51794,7.3369,2.31645,5.45925,9.06939,4.18399,1.97082,6.29577,4.2627,6.77407,8.23553,10.30321,8.00739,3.03388,9.19727,9.91397,4.8832,7.94143,10.93418,3.62314,6.22995,7.43078,6.53826,5.13839,5.53986,6.29591,7.52429,6.99488,10.49815,8.16697,5.30715,9.53534,4.6298,6.73022,1.1873,1.69757,4.02539,10.19193,5.25375,4.05923,9.16872,2.57607,4.93684,9.44077,5.29334,5.89906,9.56805,5.31853,3.86982,3.71419,4.39189,5.78394,5.55679,8.97732,2.06614,10.04449,3.46621,6.28277,3.28659,5.82093,3.45277,1.83832,3.17382,9.67563
23339,3.28721,6.54437,7.12424,4.80562,6.57223,6.97915,7.31059,2.94924,8.36609,4.41521,8.33993,4.12862,5.89364,8.45393,7.76981,1.12747,5.39105,9.85134,5.22612,4.19995,6.08047,3.41917,6.90045,7.53028,8.91909,7.62623,2.69276,8.47125,7.37353,4.34358,7.86193,9.05648,5.22284,7.13381,9.01409,6.84949,5.83681,5.10098,6.07696,5.63399,6.89692,8.21785,7.96082,5.3839,10.52252,4.53346,7.07126,2.31383,2.56931,3.88272,9.08426,5.62729,4.00613,8.77638,3.32765,5.02284,8.76389,6.28975,5.6935,8.18539,5.61262,4.23984,3.50438,2.96022,5.65694,6.45604,8.05038,2.59992,9.73255,4.52719,5.51737,3.48896,5.27265,3.18506,2.03062,5.39969,10.15953
23835,2.26739,6.63932,7.77919,5.7683,6.69641,7.36599,8.66633,3.53695,8.96351,2.58142,7.98712,4.26215,5.63906,7.26785,8.28705,1.7458,5.47735,11.44373,3.7535,2.39106,6.15626,4.12101,7.21181,7.89865,9.72191,8.13749,2.95378,8.90515,8.25862,5.34943,8.21063,10.19481,4.5266,6.80664,8.80797,6.4415,6.28267,4.63987,5.8926,6.40886,7.35341,8.59586,8.69344,5.0362,10.46424,4.42721,6.6427,2.25242,2.90997,3.45538,9.60548,5.74449,4.80527,8.80281,3.42371,4.73685,8.99502,6.24763,3.91674,7.53251,5.62641,2.49271,4.08809,3.60745,5.37664,4.87325,8.38769,2.07729,9.28853,4.3103,5.66782,2.97551,5.88365,3.18135,1.86365,5.30964,9.99798
23821,5.49267,7.37777,7.77341,6.99962,7.21884,8.00276,9.37526,6.35652,8.33318,2.3822,8.58927,4.75256,7.31359,7.76402,8.33399,2.27468,8.07155,10.09229,3.84357,2.54222,7.70629,4.48848,8.06044,8.34963,10.13483,12.48291,3.66297,9.37937,9.56841,8.46838,8.67172,10.62773,5.34502,7.70189,9.63793,5.80613,6.20972,4.21468,7.15104,7.00208,8.20094,9.4984,10.05706,5.81292,10.33356,4.2617,7.22444,2.28491,2.5471,4.04652,9.21739,7.23816,6.11522,7.46399,4.36919,4.80413,9.42476,6.61735,4.93455,8.27905,5.61765,5.36778,4.43832,7.84495,5.27798,7.45114,8.96745,1.68336,10.25464,4.64642,8.70674,3.78705,7.07091,4.25623,2.58199,6.89749,10.14016
23847,2.41067,8.17909,8.09777,4.38458,6.63606,5.10765,8.54394,2.9567,8.65778,2.88274,8.51973,5.95534,6.49719,7.37163,8.23529,1.10864,7.49527,10.26194,4.92694,4.51654,7.18869,5.11363,7.85333,8.32445,8.80432,10.29413,4.76355,8.59632,5.73022,5.58305,8.26503,9.81649,6.4134,8.03829,10.31859,6.06376,5.51305,4.21491,6.71754,6.15459,8.22798,6.79911,8.71025,6.63833,10.73406,4.47461,8.21307,2.54951,5.38515,4.06442,9.18354,7.24261,4.82461,8.65099,4.20163,5.14366,9.41024,8.66993,5.67221,6.97497,6.06467,7.37866,5.78805,4.09577,5.72506,8.1416,11.04359,2.11545,9.87796,7.00032,5.33578,4.03845,7.04978,5.10447,3.57901,8.29083,10.30376
23869,3.22383,7.44722,7.52202,8.10006,6.46571,8.7201,10.46569,4.06977,8.73355,2.40585,9.48186,4.86031,6.6422,9.51388,8.39401,2.49191,5.81686,9.93645,4.81953,3.82579,6.39684,4.58935,7.45484,8.44131,8.55124,7.69736,2.69181,10.06917,7.56445,4.49162,8.99742,11.00095,5.40636,7.55541,10.2421,8.08429,6.71951,4.89743,6.63071,5.98333,8.04752,8.55065,8.42076,5.39913,10.37311,5.00629,10.71473,3.38152,2.2674,4.14527,8.93799,6.24941,5.0011,10.10861,3.98851,5.32839,9.61585,6.95396,1.1171,10.67185,6.53092,4.58459,5.11815,2.69171,6.09558,6.73633,9.31336,2.274,10.78125,5.16052,6.70758,3.95035,5.41635,3.43901,3.10075,7.27769,10.08374
23933,2.80674,7.2612,7.89043,6.72164,6.49649,7.68158,9.79476,3.73021,8.6494,1.50004,7.6671,4.68781,5.89736,8.3999,7.61223,2.01525,6.42897,9.98227,4.52203,3.32462,7.23097,4.54877,7.32976,8.54149,8.68247,9.93127,3.6809,10.29808,5.85366,5.32587,8.91669,10.89858,4.77033,6.88941,8.70813,6.56817,6.43919,5.69511,6.72115,5.7204,7.98887,7.0807,8.98303,4.915,10.56454,4.92886,6.85009,2.03406,2.5162,3.67181,9.93099,5.69348,4.85555,7.40363,2.98687,4.96004,9.3552,5.56328,6.08364,8.36878,5.26597,3.63865,4.03875,4.99933,5.87126,4.94442,8.7791,1.79284,9.87178,5.53293,5.86297,3.56959,5.6169,3.64498,2.49291,3.64767,9.79017
23937,4.64465,7.74043,7.82381,5.3143,6.49973,6.63368,8.55992,3.9282,8.66817,1.83331,7.797,4.8628,4.65738,7.65202,7.94206,1.23429,3.97825,9.58218,3.2337,3.74048,7.01066,4.61396,7.48904,8.25335,8.74546,7.73549,2.56985,8.7605,8.03924,4.9496,7.68655,10.22178,5.18067,6.57796,9.19986,6.01483,6.45939,5.10702,6.65926,6.15381,7.43208,7.18586,8.22934,5.22922,10.57324,4.95267,6.18877,1.28637,2.57449,4.93468,10.52812,5.9255,5.54144,8.89456,3.48736,4.95737,9.59578,5.7684,5.39487,8.56231,5.52237,3.04072,4.86513,3.26448,5.74324,6.29462,8.65888,1.19244,10.43495,3.52796,8.56941,3.87556,5.39577,3.05033,2.57635,4.08468,9.90973
23994,2.77606,7.14698,7.79606,2.2146,6.52673,3.3776,7.43297,2.54055,8.53364,3.16226,7.66611,4.35978,4.75111,6.69739,7.79952,1.10864,5.39085,9.45083,4.80173,2.94448,6.51394,4.2627,6.76136,8.11526,8.3692,7.72636,2.49007,8.21006,6.28209,4.28711,8.42401,9.00204,5.28246,7.06822,8.51731,5.91421,5.52583,4.48679,6.52711,5.75769,8.20299,5.9834,8.02382,4.86358,10.08579,4.82613,6.13648,1.84241,2.29322,3.6322,10.89364,5.88882,4.78876,8.36988,3.7767,4.92887,9.3727,6.25936,4.80179,7.88841,5.99104,3.20089,4.70269,2.69489,5.3695,6.32623,8.47511,3.08256,9.30017,4.68614,5.19039,2.74428,5.8426,3.00867,2.50623,6.42736,9.69858
24006,3.07027,6.38439,8.10086,5.25395,5.52224,6.14737,9.66112,4.03558,8.20423,1.82443,7.7421,3.32574,5.62629,7.87215,7.53916,1.33247,4.74811,9.10286,4.34071,2.68242,7.04929,4.4267,6.98692,8.36605,8.74793,7.43231,2.19936,9.09556,5.68969,4.71874,8.46151,10.86538,4.06298,6.19485,6.80678,6.28084,5.71091,5.04937,6.30049,6.2393,7.57337,5.36054,8.6456,4.32115,10.77272,5.06296,6.11452,1.25473,3.34948,4.1225,9.48934,4.78634,4.49804,8.21062,2.85841,5.11856,9.13939,5.17933,5.92963,8.13284,4.77472,2.07649,3.14401,5.01797,5.73071,4.54625,8.32882,1.56663,9.07023,3.79966,5.02756,2.72576,5.79064,3.01948,4.68488,3.04826,9.57883
24063,2.39005,8.13808,7.93434,3.14394,6.76736,4.54502,6.69867,2.30337,8.99842,2.72016,8.54567,5.58168,5.08275,7.13555,8.27905,1.10864,6.85126,11.14777,4.60456,2.95299,6.47564,4.57798,7.2537,8.05477,8.68142,7.57809,2.87435,8.5273,5.71936,4.2291,8.65802,8.67648,6.10007,7.95861,10.26394,6.16638,5.4653,4.41308,6.52906,5.6588,8.19164,5.34812,8.48341,5.95205,9.97355,4.94323,7.20588,3.03226,2.70309,3.99165,9.09906,6.74958,4.63862,8.91316,4.36389,5.12233,9.66226,7.65464,5.13789,7.51919,5.734,5.53082,5.42207,3.61903,6.02201,8.02014,8.40054,1.67666,9.43201,5.09509,6.80503,3.70228,6.23963,3.51691,3.12625,7.99888,10.42941
24085,12.33973,7.53142,7.91043,2.54321,6.59348,4.23532,7.01961,2.63071,8.95636,2.90547,7.50132,4.28081,4.62497,6.45873,7.87282,1.10864,5.11781,8.45316,4.62087,2.2943,6.76818,4.34487,7.55225,8.2439,8.46601,8.53736,1.83964,8.6471,10.60417,4.62673,8.10435,8.5913,5.46359,6.82293,7.82469,5.93125,6.74768,4.55464,6.42803,5.97961,7.93735,6.80211,8.90704,5.0766,11.59409,4.59562,6.61718,2.04531,2.30514,3.97594,9.61969,5.73508,6.05929,8.90588,3.85766,4.54403,9.48427,6.43605,6.27533,7.43353,6.15371,2.59691,5.15105,3.28574,5.74237,8.34484,8.60409,2.36397,9.60316,4.59193,5.62884,3.66483,6.22486,2.97358,3.52979,6.93017,10.11651
25452,5.12077,9.54562,8.60998,5.56277,7.54534,6.302,10.36806,3.39309,9.73431,4.10719,10.7336,6.654,7.53633,10.43622,8.63198,1.37257,6.67536,11.77749,5.28651,2.74751,7.21515,5.50155,8.41891,8.50032,9.24351,8.80776,3.06889,10.4201,8.30613,6.49786,8.41156,11.32675,8.07168,9.06047,12.17542,7.12822,7.541,4.20568,7.05462,6.59693,9.40403,9.92595,8.95865,6.61067,9.40312,5.81381,8.28588,3.89003,3.58206,5.27743,9.94055,8.06499,6.4499,9.43433,6.14924,5.62246,10.36829,9.10248,6.38288,11.20889,7.03161,6.37518,7.06012,4.33817,6.80299,8.74385,10.19808,2.79569,11.01246,4.83281,7.78896,5.33857,7.78175,4.41275,5.29049,10.291,10.93666
25504,2.3451,7.81397,7.98077,3.21228,6.93357,4.75626,7.25509,2.81173,8.71838,4.37636,7.18639,5.28413,5.58356,7.32712,8.37149,1.44779,5.88526,10.20161,4.70062,3.86444,6.17572,4.69951,7.64828,8.17348,8.63968,8.5665,1.96457,8.26628,6.02513,4.49804,8.51761,8.88193,5.97421,7.39503,10.12547,5.53044,5.15555,4.58153,6.66977,5.54395,8.06516,6.84738,8.81411,5.20881,10.12967,4.80742,7.74425,2.1772,3.97788,4.09509,9.37064,6.10843,4.21741,8.88737,4.408,5.30152,9.75377,7.24452,5.89861,7.28584,5.59215,3.17279,5.12519,2.47676,5.89353,7.56615,9.23515,3.0613,9.45813,5.10953,10.24243,3.47919,6.505,2.96595,3.24164,7.27716,10.2105
25602,4.96792,7.44528,8.13559,7.17288,6.84762,8.97765,9.9015,4.85195,8.89502,5.02629,9.64767,5.58808,9.40971,8.38518,8.26095,2.76412,8.90507,10.53707,5.07821,6.91629,6.59076,4.53074,7.93791,8.32675,9.92406,8.73754,3.1875,10.02721,8.83445,6.17702,8.5448,11.22655,6.67217,7.50583,12.34982,6.95415,6.50447,5.24707,6.2875,6.63942,8.12034,9.59179,9.86711,6.11879,10.45323,4.56617,9.24053,2.27309,3.31859,3.95191,10.78069,6.13009,5.99071,8.83931,3.75795,5.27036,9.6869,7.63269,6.91399,10.40261,7.96749,6.57229,6.14606,3.832,5.49405,11.93481,9.96688,2.57111,11.20349,4.84568,7.2408,5.40545,7.0049,3.60987,3.37611,7.61789,10.59391
25634,2.82144,7.14184,7.51838,4.99047,6.03945,6.38651,9.02051,3.09077,8.14918,2.17553,7.95049,4.11389,5.88766,7.91198,7.5326,1.14772,7.29768,8.65272,4.14412,3.46259,6.09274,4.34996,7.4251,8.2459,8.45533,7.48429,5.36911,8.55745,6.86406,4.4916,7.90805,10.39101,5.11326,7.22892,8.04918,6.41792,5.6501,5.88191,6.47123,5.61936,7.72723,6.53392,7.88863,5.50701,10.23726,4.22606,7.08973,1.90631,3.35819,4.25549,10.42803,5.51259,4.72348,8.5893,3.62345,4.90565,8.97542,5.17744,5.98279,8.11844,5.10452,2.61454,4.40259,2.98895,5.79025,6.05215,9.18679,1.59849,9.57659,4.551,6.34013,4.13816,7.077,5.20651,2.60726,4.21056,9.49532
25642,4.78768,9.03554,7.92002,5.28514,6.914,7.06978,8.31203,3.86537,8.67784,4.60724,9.76261,6.60578,7.58495,7.89805,8.38369,1.68688,8.43866,11.02385,6.75074,4.08781,6.52508,5.14936,8.21891,8.36075,9.2053,8.54121,5.20282,9.08732,8.21686,5.02183,8.29818,9.91646,7.54409,9.58693,11.5934,6.88456,7.09351,4.01115,6.39916,5.99587,8.90127,9.09343,8.56894,7.41848,10.96054,4.73406,9.33361,2.69455,6.60208,3.8947,9.31349,7.27352,6.77866,9.80358,5.00585,4.76382,9.76164,8.25908,5.25995,9.61,6.32659,7.52043,5.59503,3.27329,5.62702,9.24025,9.93919,1.97448,9.70148,6.05441,7.98624,5.36511,7.44969,7.33167,3.86331,9.18736,10.16507
25788,4.38434,9.0091,8.75719,7.49634,7.59977,8.97522,10.73436,4.3194,9.57005,2.67063,10.37364,5.92189,7.70626,11.36415,9.22444,2.12876,7.54216,11.35473,5.70195,4.39648,7.70192,5.38669,8.18438,9.11895,9.80411,9.27175,4.11723,11.07484,9.27896,6.09596,9.95474,11.19444,7.72605,8.81009,11.17659,7.12766,7.61527,5.15675,7.18979,6.61561,9.07257,10.21779,9.83171,6.8513,10.6817,5.83931,8.77114,3.48171,4.03393,4.85672,10.02755,7.84483,5.9911,9.15024,5.22517,5.57559,10.26357,8.91006,6.32283,12.16796,6.92784,7.15327,6.8628,5.15795,6.51803,9.17694,10.42535,2.92851,10.8334,5.51866,7.98567,5.16407,7.39744,5.24592,4.63773,9.81117,10.75572
25820,3.39999,7.22017,7.84405,4.65423,6.51899,6.97654,8.80735,2.85258,8.79613,3.9707,9.73233,4.81228,6.25317,9.27265,8.27498,2.45281,5.91408,10.71265,4.4809,2.97226,7.031,5.49014,7.44161,8.52561,8.90637,7.86421,2.31649,8.91441,7.79708,5.19318,8.29901,10.86193,5.38582,7.29116,10.36901,7.21419,5.62121,4.5576,6.38439,5.92786,8.05101,9.2383,8.74544,6.22061,10.16648,4.36464,7.09881,2.36744,2.30756,3.39874,8.58318,8.41567,5.14469,9.73664,3.77855,4.79631,9.2533,7.15895,6.42006,8.03153,5.26563,4.41513,4.82332,4.04624,5.40764,6.89946,9.14111,1.67339,9.91838,4.18382,6.87602,2.93427,5.46826,3.22498,2.72621,7.9763,10.20582
25834,4.06242,6.28651,7.38906,3.36144,6.43495,5.11939,6.97056,2.70974,8.91888,8.3384,8.66808,4.9792,5.68805,7.61725,7.75256,1.10864,5.37475,9.92289,4.11036,2.29592,6.62488,3.97002,7.0939,7.88786,8.76964,7.04452,1.95002,8.48938,7.72453,5.75175,7.6712,8.69531,4.42937,7.19454,9.61133,6.23299,5.63465,5.17503,6.42061,6.14162,8.10407,7.30133,8.9663,5.1732,9.9207,3.90269,7.15749,1.63888,3.63454,4.37168,10.54767,5.60199,4.72569,9.0419,3.82993,4.80025,9.13064,6.02878,6.06518,6.85427,6.19097,4.87391,3.53255,2.24998,4.7844,6.25653,9.00638,2.04798,10.112,5.60535,6.67302,3.0858,7.25142,3.16291,2.27813,5.75878,10.56086
25878,3.74949,8.06314,7.64409,4.51258,6.51518,6.07836,7.71872,3.45773,9.04805,4.88088,8.15948,5.83621,6.81697,6.7496,8.30332,1.4026,6.15664,10.28288,6.50839,5.70048,7.23363,4.69609,8.2413,6.92207,9.63286,9.84398,5.19597,9.66008,8.1063,5.47738,7.44492,9.62857,6.31144,7.02707,9.63024,5.87712,6.36908,5.51687,7.06978,8.5781,8.31621,7.20763,9.05616,5.9619,11.36618,3.72906,8.36006,2.82958,6.25127,4.63784,11.57032,7.91542,6.09094,10.0031,6.39388,5.3612,9.34972,8.26732,6.56694,6.85223,7.67755,6.64345,5.54,3.76153,4.8009,7.02988,12.02662,2.02991,9.98566,6.36813,6.51946,6.0306,7.33968,9.31662,2.42141,5.31467,10.50581
25925,4.85634,6.87889,8.20094,7.21229,7.38079,8.48163,9.89661,5.10312,8.73901,4.75091,8.99937,4.99208,8.30498,8.17499,7.74838,3.32293,5.15218,9.08141,4.50591,1.49443,7.26378,4.94244,6.93537,8.40428,10.39519,8.20144,2.39494,9.48121,9.94742,5.81573,8.68755,11.18823,5.49589,6.98296,8.92774,5.89255,5.93616,5.03103,6.5049,6.90674,7.6859,10.16919,9.43213,5.55784,10.51568,4.37166,6.29666,1.95194,2.51274,4.85021,10.63743,6.79352,4.64259,9.3906,3.69691,4.77448,9.24471,6.29773,6.73965,10.12854,7.64297,3.59225,4.71109,3.43948,5.22621,5.75349,9.54983,2.51295,10.95243,4.95651,6.13588,3.87445,6.7281,2.8299,2.53306,6.08188,10.42599
25957,4.75969,6.80808,7.69829,7.4107,6.28015,6.95554,10.85602,5.0612,8.46621,1.51151,8.93644,4.68802,7.17749,9.78774,8.66361,2.09418,5.8333,9.60013,4.75774,3.04113,7.49046,4.63372,7.58644,8.88428,8.61455,8.46116,3.91331,10.12068,8.8326,5.00568,9.08355,11.35268,5.13801,6.63943,10.03418,7.50897,7.07044,5.62887,6.24629,6.25842,8.08966,9.58264,9.49462,6.13276,10.37062,5.2873,6.9564,2.11196,3.92705,4.19904,10.01121,5.61178,5.51001,9.4792,3.46448,5.91773,9.46223,5.69174,5.23361,10.88348,5.51684,2.16563,4.77472,4.22379,6.14411,3.76498,9.97981,1.84141,10.38613,3.99986,6.49434,3.52149,6.85076,3.98084,2.31446,3.73583,10.28389
26145,4.62564,6.94433,7.65382,3.04703,6.31792,4.45305,7.37652,4.43704,8.14833,2.86661,9.08613,3.90868,4.74629,7.46761,8.14729,1.10864,4.96781,10.86352,4.47503,3.13952,6.22383,4.49726,7.10179,8.21648,8.61206,7.82086,2.56201,8.15245,7.11048,4.27095,8.26444,8.8656,4.13643,6.81648,7.73104,5.30578,6.34053,5.72532,6.70593,5.90156,7.38705,5.95655,8.6017,4.58369,11.4802,4.68668,6.97092,1.8003,4.4977,4.05716,10.46031,5.35273,5.06883,9.46892,3.47979,5.43947,9.321,5.00064,0.40307,7.15026,5.36031,3.19749,2.92075,2.34178,5.99025,5.3386,8.202,1.89231,9.70125,4.36406,5.98821,3.03961,6.40078,3.24426,1.74354,3.58827,9.66511
27105,4.11509,7.19872,8.14357,5.26681,6.52398,6.56745,9.75271,3.72256,8.44465,1.84903,8.78086,5.44536,6.43664,8.72474,7.51715,1.50407,7.86044,9.58468,4.03858,4.51265,6.65412,4.50654,7.12467,8.40695,8.30053,8.51411,3.03313,9.41797,7.63532,4.78935,8.06567,10.89448,5.76527,7.1483,9.77737,6.12525,6.30936,5.40802,5.79442,6.38484,7.84811,8.40827,9.19043,5.47109,9.94922,4.70607,8.19294,2.30983,3.25163,4.60494,9.61136,5.99494,4.80769,9.25348,3.66691,4.80415,9.42643,5.9758,5.48082,10.27332,5.72667,5.04275,4.26679,2.76201,5.97271,7.34874,9.97952,2.02971,9.94928,4.62068,8.82535,3.67249,6.58184,3.18778,2.60827,5.24786,10.05105
27103,4.01299,8.24264,8.36197,5.42347,7.35969,7.16466,10.22517,3.92066,8.92794,2.63713,9.15945,7.32208,9.24541,9.15228,8.30558,1.512,10.39996,12.68727,4.20748,4.14484,6.70157,5.03461,8.17853,8.82066,9.40251,9.59328,9.84501,9.92051,8.61552,5.21629,8.79947,11.28653,8.17178,9.78783,11.80007,7.52258,6.07821,4.82739,6.55126,7.29039,9.50598,8.50613,8.97175,9.69725,10.14495,5.03577,10.23119,4.10751,5.48818,4.8549,10.83784,7.09713,6.42973,8.61627,4.46166,5.34657,9.53987,6.53099,6.96304,10.6805,5.94188,8.57476,4.53735,4.71021,6.16447,6.41202,10.12358,2.60271,10.56687,7.37634,6.6343,5.31797,9.87411,8.96414,3.32673,6.358,10.50768
27119,2.60874,6.88282,7.64325,4.64065,6.11315,6.28924,7.37698,2.65103,8.26908,2.15898,7.43359,3.81709,5.75279,7.31461,8.14189,2.14612,5.42166,10.13926,4.80046,1.9508,6.3943,4.52074,7.35509,8.33062,8.79841,8.30836,2.98457,8.41999,6.22872,4.55116,7.89481,9.32412,4.55607,6.57399,6.72069,6.7061,5.95099,5.30392,6.59048,5.92556,7.58032,7.21608,8.71201,4.89543,10.2194,4.82111,9.86751,1.11217,5.33756,3.91214,10.11178,5.56578,4.99474,9.47477,3.02288,5.21531,8.96212,5.31603,5.09233,8.30443,5.00853,1.94085,3.61549,3.29333,5.33901,4.3619,8.51561,1.7441,9.38963,3.60334,5.21143,3.64016,5.44753,3.43633,1.82552,4.2132,9.69633
38749,3.91048,7.65805,8.13309,6.97256,6.89543,9.09837,10.50818,5.35264,9.60805,3.92574,8.5911,4.40798,7.30709,8.98938,8.30458,1.78856,7.77112,10.5021,5.2226,3.98033,7.01192,4.54255,7.97304,8.30085,9.18946,8.92912,2.01167,9.45521,7.96498,6.45495,9.27719,11.44799,5.95838,7.57545,10.88731,6.83679,6.11949,5.18913,7.14924,6.71819,8.66899,9.47147,10.1507,5.12302,10.8727,5.591,7.13061,3.71643,6.31923,4.12306,10.09179,6.90285,5.29774,8.90612,5.31095,5.57516,9.9866,8.36718,1.25836,11.3778,5.88316,4.02315,5.89865,4.54649,6.29681,7.68507,12.54873,2.51422,10.66489,6.22486,7.04629,4.2423,5.76104,3.13502,3.22737,7.69695,10.73631
38777,4.50072,8.40416,8.1824,5.22624,6.37972,5.89318,9.58376,3.24944,8.51655,2.11316,9.75143,5.23037,6.56641,9.02136,8.26164,1.75407,6.51696,11.12366,3.73003,2.74767,6.90489,4.88013,7.66627,8.56185,8.69513,8.14375,1.98434,8.93674,7.75623,4.94893,8.3408,10.78748,6.86177,7.65887,10.70885,6.81453,6.9108,4.01314,6.59523,5.48246,8.53565,8.03292,8.41395,5.5997,10.64606,5.30575,8.65117,2.0754,2.94636,3.91372,9.0609,7.32122,5.48327,9.96238,3.83671,4.92333,9.76428,8.02307,6.09171,10.28951,5.94785,6.12079,5.47785,3.09301,6.00674,8.71411,9.61888,2.19896,9.82966,5.07063,7.49157,4.22813,5.95809,3.94982,3.9637,8.39613,9.91834
