"olink_id","IL8","TNFRSF9","TIE2","CD40.L","CD244","EGF","ANGPT1","IL7","PGF","IL6","MCP.1","CRTAM","CXCL11","MCP.4","TRAIL","FGF2","CXCL9","CD8A","CAIX","MUC.16","ADA","CD4","Gal.9","VEGFR.2","CD40","IL18","GZMH","LAP.TGF.beta.1","CXCL1","TNFSF14","TWEAK","PDGF.subunit.B","PDCD1","FASLG","CCL19","MCP.2","CCL4","IL15","Gal.1","PD.L1","CD27","CXCL5","HGF","GZMA","HO.1","CX3CL1","CXCL10","CD70","IL10","TNFRSF12A","CCL23","CD5","CCL3","MMP7","NCR1","DCN","TNFRSF21","TNFRSF4","MIC.A.B","CCL17","ANGPT2","IFN.gamma","LAMP3","CASP.8","ICOSLG","MMP12","CXCL13","PD.L2","VEGFA","LAG3","CCL20","TNF","KLRD1","GZMB","CD83","IL12","CSF.1"
39153,2.6375,8.0282,8.04433,4.48246,6.088,5.59755,8.10132,2.57058,8.90726,2.77329,8.93029,5.04262,6.70569,8.66874,9.04853,1.49123,6.4103,9.92676,4.72455,4.42873,7.55208,4.57857,8.12322,7.98359,8.55878,9.89066,3.2492,8.58,6.87318,4.75805,8.21872,9.68086,5.28229,7.68557,10.65211,6.41496,5.95552,5.09769,6.21933,6.42317,7.45738,6.42294,8.97037,5.35908,11.12677,4.94529,8.71698,2.55475,2.45448,4.29728,9.32296,6.21235,5.06951,9.15051,4.14474,4.97937,9.65878,7.6383,6.14783,8.70034,6.04326,6.61524,5.07242,3.58296,5.65878,8.66602,8.63206,2.29592,10.05896,5.32684,6.98234,4.09489,6.9188,2.83616,2.83952,6.28488,10.1935
39510,3.12011,8.6361,8.14418,3.22059,6.59419,4.14055,7.89803,2.47498,8.97013,2.11519,9.4813,5.51153,6.43068,9.08821,8.32075,2.78733,6.89227,10.74445,4.61929,2.11279,6.72442,4.845,7.81306,8.15991,8.78272,8.36164,3.12144,8.379,6.23096,4.0623,8.84556,9.371,6.86877,8.61386,10.69753,5.2089,5.80474,4.32415,6.87138,5.66389,8.38269,5.68524,8.1985,6.01357,9.88275,4.67696,8.78163,3.06316,3.2386,4.31139,8.64334,6.51008,4.95314,9.54471,4.65357,5.27671,9.822,7.90655,5.88502,7.76388,5.86903,6.9409,5.6634,3.4101,5.93612,8.36447,9.0441,2.23572,9.23011,5.26562,7.04417,4.51872,6.93266,3.94875,4.17545,8.27261,10.1505
39526,4.7168,8.69343,8.69193,6.70436,7.50466,8.32346,9.99556,3.98215,9.14025,5.28782,10.20738,5.77753,7.14936,9.53902,9.05577,2.9094,6.37098,9.57014,5.35771,5.30214,7.13266,4.90349,7.79986,8.54816,9.59354,8.57988,3.66042,10.02989,8.72189,5.22073,9.16574,11.25555,6.60972,8.78083,11.25085,7.72246,7.00358,4.93135,6.86565,6.51263,8.43991,9.09326,8.78101,6.41578,10.95694,5.10784,8.10845,3.3359,3.28265,4.36161,9.513,7.14356,6.15536,10.78883,5.06914,5.45287,10.01256,8.13166,6.83863,12.20271,6.62945,6.61209,5.06289,3.08417,6.11426,8.53444,9.33143,3.03234,11.12424,5.53037,6.90756,4.90416,7.8234,3.92776,3.72744,8.93886,10.70372
39632,3.38867,7.70568,7.63606,3.71877,6.00735,5.62712,9.83528,4.29977,8.05381,1.826,7.98741,4.70181,5.8219,7.18149,8.48368,1.41283,6.05725,10.76067,4.21102,3.13201,6.34213,4.13996,7.25765,8.71956,7.99137,8.42118,2.45143,9.66435,7.36381,3.93108,8.40988,10.86783,5.72347,7.17941,9.18417,6.30709,6.53316,4.22662,6.22612,5.5513,8.06797,8.53434,8.13145,5.34184,9.95626,4.55394,6.94537,1.80184,3.13573,3.48012,10.11707,6.0348,5.28121,9.48272,3.89959,4.56726,9.18387,6.17974,0.6563,8.99304,5.40735,4.08681,3.81559,1.9395,5.68361,7.07445,11.15486,1.80537,9.88991,4.58652,6.46937,3.55877,6.66969,2.76221,2.43205,6.09487,9.74093
39628,9.05282,8.45372,8.25501,5.90309,7.05657,6.35502,9.88254,5.02526,9.38991,5.24823,11.21191,5.02245,8.81352,10.79847,8.08303,1.95498,7.66837,10.74026,7.16618,3.79429,7.66811,4.76057,8.62521,7.96481,9.07176,9.4909,3.77309,10.47745,9.01309,5.69634,8.19955,11.0988,7.20207,8.18247,10.44662,7.9401,8.13181,4.69389,6.34563,6.51175,8.46811,11.01148,10.36601,8.75708,11.32721,4.92158,10.11528,2.81792,5.7772,5.81938,10.06006,6.40747,7.37657,11.84486,4.60236,5.72736,9.97216,8.58372,9.25882,10.35865,8.35649,6.1866,5.71846,4.4054,6.52346,11.06573,10.28784,2.06578,11.26592,6.29867,12.86636,5.26714,6.30563,5.85694,3.98804,7.65037,11.11299
39573,4.52941,8.55331,7.78862,5.4593,6.9285,6.517,7.47636,3.55918,8.8808,6.80524,10.01409,5.57821,6.45234,8.23136,8.36181,2.15739,6.554,12.97272,4.56049,2.74536,10.55951,6.58629,8.952,8.03337,9.36717,9.04766,3.81344,8.74365,8.18962,4.57934,8.23153,9.54925,7.38907,8.73107,10.57844,7.36777,7.50518,5.04706,7.28971,6.42016,8.81994,8.80486,8.39369,6.48117,10.81282,4.92844,8.2915,2.63166,4.11638,4.26927,9.38827,7.72738,6.29326,10.75357,4.78261,5.16098,9.60264,7.86626,5.11167,8.56528,6.47945,5.63264,5.58699,4.03214,5.60927,7.53689,9.76227,2.57001,9.79475,5.9326,6.62015,4.82558,7.49009,4.68097,3.89453,9.78323,10.47625
39581,3.79653,8.41119,7.84126,4.28186,6.48955,5.27019,7.83245,2.00027,8.75295,4.90834,9.817,5.99456,6.4965,8.91202,8.12406,1.49875,6.75813,12.93352,5.17774,2.17368,10.07207,5.37501,9.51807,7.93221,8.77286,8.77828,4.12826,8.57862,6.35065,5.26228,8.70139,10.07013,7.90748,9.30142,12.48889,6.35979,6.73255,4.75303,6.15622,6.00537,9.59652,5.08942,9.21406,6.33777,10.22461,4.45222,7.62768,2.2453,5.34391,4.06802,10.63741,8.73982,6.16537,9.58058,4.44873,5.25287,9.50243,7.90763,5.32339,7.74557,6.56738,5.60509,5.51464,4.43026,5.55075,8.5467,9.06455,2.29464,9.58983,5.88134,5.64099,5.95726,7.11622,5.80345,4.12655,8.31924,10.21313
39646,3.40838,7.74716,7.66074,4.93877,6.61657,6.42348,7.82305,3.63714,8.80917,1.87814,8.92569,4.20502,5.75012,8.07052,8.16737,1.10864,5.74413,10.30119,4.03819,2.79384,6.24624,4.67285,7.5958,7.949,9.16962,8.05624,2.9437,8.26665,7.98969,4.02567,8.48931,9.85899,5.65256,7.99739,9.9484,6.57023,6.04461,4.20288,6.58121,5.57109,7.41622,7.13731,7.79579,5.64315,10.20884,4.76615,7.84991,2.73152,2.52103,4.43779,9.00415,5.9283,5.25128,8.87047,3.90451,4.97,9.53071,7.34669,0.97908,7.8612,5.23003,4.98064,4.86496,2.24272,5.97949,7.13661,8.92193,1.85561,9.29811,5.02749,6.75682,3.76583,6.1937,3.35337,3.05643,7.54851,10.03742
39660,2.60719,7.85793,7.42962,4.59945,6.17312,5.58221,6.81677,3.01036,8.33058,2.15673,8.63719,4.81387,5.29116,8.18534,7.85755,1.54893,6.31028,8.75702,4.20404,2.4253,6.20789,4.22228,7.06466,7.59804,8.62261,7.89875,2.904,7.92968,6.97993,3.48431,8.16449,8.89349,6.29518,7.63578,9.96363,6.59533,4.62618,4.16562,6.39177,5.57592,8.01835,7.89557,7.18657,5.42334,9.65501,4.16558,7.4945,2.74026,2.57008,3.57535,8.57361,5.76581,3.8763,9.23026,3.85751,4.93381,9.30671,7.49007,0.88834,7.5872,5.25567,5.05947,4.63395,1.8729,5.6912,7.39203,8.45077,1.80339,8.72148,4.38549,6.13595,3.69568,5.79731,3.5104,3.05522,8.15282,9.76665
39662,3.45305,8.1411,8.01435,5.08145,6.90354,6.05643,8.2933,3.03492,9.2171,2.09401,9.23995,4.38811,5.64464,7.93855,8.6722,2.18087,6.29356,10.7136,4.77447,2.41085,6.82023,5.08795,7.38995,8.26007,9.37738,7.77005,2.79405,8.73034,7.98275,4.16144,8.57073,10.2897,5.28544,7.40518,9.98217,6.39197,5.26191,4.44467,7.06838,6.14709,7.96575,8.09446,8.33536,5.98005,9.81173,4.97958,7.7979,2.88444,2.33193,4.64373,9.06754,5.74426,5.49924,10.05315,4.23659,5.05792,9.64193,7.1352,6.25834,8.19132,5.59533,5.16657,4.62813,2.93049,5.97066,7.53598,8.44402,2.62291,9.44942,5.17487,6.02378,3.71646,5.47995,3.68,2.80314,7.09022,10.0404
40078,3.6975,7.83086,7.96602,6.06113,7.00978,7.63954,8.58095,4.09689,8.98113,4.6745,8.76799,4.95505,5.74458,7.87809,8.45518,1.58984,5.50797,10.92628,5.10088,2.88016,6.78616,4.839,7.15084,8.09139,9.57133,7.34426,3.39031,9.04484,8.53742,4.84088,8.84553,10.53564,5.95421,7.28798,11.11555,6.71639,5.56462,4.33368,6.24978,6.02382,8.43327,9.82458,8.47464,5.84405,9.25103,5.39808,7.55816,2.68071,2.703,3.72146,10.49077,6.16661,4.91424,10.3906,4.02392,4.99413,9.55718,6.98003,5.15857,8.16656,6.3486,5.03386,4.883,3.56715,6.05225,8.13248,9.20712,2.64945,9.89901,5.11552,7.71399,3.90336,6.33785,4.07364,2.43739,6.6744,10.43348
40086,3.48625,7.58411,8.12017,6.36347,7.62001,7.79244,8.73736,4.05268,9.01021,2.31232,7.90344,4.8352,6.3644,7.99866,7.84756,2.63877,5.81767,9.68101,5.50488,4.06994,6.82528,5.11802,8.004,8.44564,9.62032,8.35426,3.35604,9.5875,8.88599,4.04073,9.25023,10.63395,6.14788,7.70336,8.54558,5.14886,5.13083,4.76575,6.95316,6.29747,8.36596,9.75285,8.56363,5.30111,10.82481,5.5468,6.53916,2.44941,3.93763,3.97993,10.06681,6.4555,4.15483,8.78791,4.17316,5.49621,9.83327,6.77692,6.89658,9.22886,6.24312,2.95664,5.24182,3.20315,6.22193,8.07497,10.44055,2.74827,9.77364,5.61988,7.33251,3.71342,5.88765,3.07328,3.03932,7.08007,10.32358
40262,2.32369,6.70899,7.36243,3.92849,6.57096,4.93455,6.65574,2.32249,8.80031,4.48112,8.2547,4.03446,4.678,6.624,7.55959,1.10864,5.66958,9.9026,4.13835,4.19085,6.88335,4.09492,7.48137,7.89084,8.89835,7.68109,2.01456,8.28627,6.78722,4.47145,7.94976,8.14794,5.2955,6.84449,7.90795,6.21031,5.16964,4.6614,6.54589,6.22084,7.45916,7.15532,8.4984,5.3266,10.18554,4.44282,7.24132,2.20844,2.85182,4.41823,10.38023,5.9212,4.35092,9.3093,3.61915,4.59471,9.42334,6.07498,6.08622,7.06808,6.02511,3.3041,4.26616,1.79964,5.21892,6.42977,9.04639,2.06017,9.72008,4.40496,5.74689,2.98203,5.82738,2.84091,2.48491,5.80325,10.15102
40367,4.36583,11.50563,8.19137,6.69418,7.13817,8.41147,8.78419,3.39421,8.42207,5.86189,9.11549,5.68119,9.44863,7.30458,8.3727,3.24684,10.88409,9.99353,4.54389,5.48667,8.38619,4.21858,8.81966,8.21285,10.49706,9.78386,4.48254,9.60377,9.48743,5.37108,8.27357,10.89533,6.89706,7.37678,12.46637,7.98735,6.2226,4.40158,6.50841,7.09102,8.84351,8.63373,9.6251,5.70562,9.82951,3.70171,11.97655,5.10565,3.32104,3.72168,10.47198,5.92767,6.86052,10.48674,4.04055,4.74622,9.18866,9.46901,5.88317,10.99011,7.33551,7.09148,6.57724,3.49342,4.88537,7.5858,12.0579,2.49001,10.31831,6.86003,7.36938,5.61006,6.78679,5.0912,2.75425,6.66382,10.32254
40369,2.95201,7.60411,7.94092,5.83548,7.2666,7.05099,7.855,3.33179,8.9271,2.72795,8.51289,4.42755,5.44505,8.53301,8.24651,1.97101,5.61587,10.64521,4.03185,4.11286,6.73555,4.768,7.36906,8.47416,9.82058,7.83486,3.27956,9.153,8.53567,4.31076,8.44716,9.8437,6.0391,6.9711,9.17805,6.11897,4.83761,4.54968,6.89061,6.35865,8.29414,9.75881,7.85116,6.0338,9.42031,5.08668,7.27125,2.10134,2.3818,4.12041,9.15019,6.487,4.75483,8.59961,4.19446,5.0573,9.53439,7.00466,6.73641,8.6399,5.65962,5.38644,5.07186,3.49375,5.60218,6.50384,8.5704,2.88454,9.7376,4.41308,6.23102,3.14294,6.67303,3.56198,3.05634,7.41823,10.20139
40375,5.07987,8.9696,8.11857,6.23403,7.4284,8.02257,9.04302,3.42159,9.05726,3.2701,9.75336,5.73752,7.87276,8.87464,8.51422,1.98363,7.42708,11.21152,5.16282,4.02468,6.90454,5.44245,8.97313,8.63739,9.4539,9.97307,5.19595,9.31639,8.75319,4.76122,8.74429,10.9947,7.49254,8.88209,12.0448,7.87152,6.07993,4.22403,6.74031,6.8965,8.9376,10.81474,8.11487,6.92876,10.88522,5.44544,9.49025,3.46086,3.84655,4.45902,9.56726,7.4689,6.01619,10.40038,5.27888,5.16348,10.13509,8.45694,6.67132,9.39873,6.10083,6.51967,7.20021,3.37911,5.92403,8.11865,10.50728,2.59336,9.77219,6.46411,8.0458,6.35274,7.95447,5.19685,4.2037,9.22559,10.41573
40379,3.96901,7.28325,7.74173,5.39518,6.46623,6.44951,8.16401,3.39728,9.0249,6.04118,8.50733,4.96371,7.23692,6.87229,8.17717,2.33509,5.96907,9.90051,4.8662,3.21165,6.01757,4.57235,7.09551,7.88082,9.23368,7.60221,3.84215,8.77027,8.93951,4.22783,8.50321,10.19101,5.29597,7.97719,10.22729,6.22361,5.62775,4.69802,6.18773,6.27637,8.12383,8.58719,8.38293,6.35938,10.56035,4.62811,7.82632,1.78944,4.94182,3.69506,9.65025,5.89821,4.96915,9.60278,3.5887,4.83676,9.30885,6.81399,5.29904,8.01773,6.06106,6.08848,5.06804,2.45202,5.40536,6.57338,10.12298,2.55354,10.09187,5.38147,5.87557,3.98771,6.68772,4.3112,2.71705,7.68972,10.47169
